SchoolYear,Dist,District,Began Grade 9 in Washington,Transferred Into Washington,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,14005,Aberdeen,268,37,5,5,13,17,34,24,281,187,20,66.5,26.3,7.1
2012-13,21226,Adna,47,8,0,0,0,5,0,3,52,46,1,88.5,9.6,1.9
2012-13,29103,Anacortes,216,37,0,1,5,11,12,37,216,185,2,85.6,13.4,0.9
2012-13,31016,Arlington,444,47,4,0,12,30,21,60,431,349,15,81.0,15.5,3.5
2012-13,02420,Asotin-Anatone,39,11,1,0,0,0,1,7,43,41,0,95.3,4.7,0.0
2012-13,17408,Auburn,1198,182,5,16,32,84,78,159,1221,965,41,79.0,17.6,3.4
2012-13,18303,Bainbridge Island,381,37,0,0,4,6,2,41,377,362,3,96.0,3.2,0.8
2012-13,27931,Bates Technical College,126,21,0,0,2,41,13,0,147,7,84,4.8,38.1,57.1
2012-13,06119,Battle Ground,1058,153,8,8,25,61,47,171,1040,868,23,83.5,14.3,2.2
2012-13,17405,Bellevue,1394,275,20,36,18,40,9,161,1508,1355,30,89.9,8.2,2.0
2012-13,37501,Bellingham,837,138,22,15,19,59,29,152,823,650,29,79.0,17.5,3.5
2012-13,27403,Bethel,1238,216,22,41,32,120,49,214,1240,924,52,74.5,21.3,4.2
2012-13,20203,Bickleton,2,2,0,0,0,0,0,1,3,3,0,100.0,0.0,0.0
2012-13,37503,Blaine,153,21,0,2,3,10,8,27,147,121,3,82.3,15.6,2.0
2012-13,18100,Bremerton,373,81,3,3,11,26,42,45,409,298,26,72.9,20.8,6.4
2012-13,24111,Brewster,64,22,1,2,6,7,7,2,84,59,2,70.2,27.4,2.4
2012-13,09075,Bridgeport,34,16,2,0,2,3,1,6,44,35,1,79.5,18.2,2.3
2012-13,29100,Burlington-Edison,294,31,5,1,8,17,8,45,280,238,3,85.0,13.9,1.1
2012-13,06117,Camas,441,81,5,0,7,6,5,83,439,408,8,92.9,5.2,1.8
2012-13,05401,Cape Flattery,29,4,1,0,0,0,2,1,32,27,2,84.4,9.4,6.3
2012-13,04228,Cascade,89,28,0,0,1,6,3,30,87,77,0,88.5,11.5,0.0
2012-13,04222,Cashmere,115,10,0,2,1,0,2,15,110,105,0,95.5,4.5,0.0
2012-13,08401,Castle Rock,111,19,2,0,11,3,1,12,118,99,2,83.9,14.4,1.7
2012-13,18401,Central Kitsap,882,176,21,5,17,24,20,132,926,806,33,87.0,9.4,3.6
2012-13,32356,Central Valley,896,117,10,5,17,19,16,95,918,836,15,91.1,7.3,1.6
2012-13,21401,Centralia,264,54,9,11,12,27,11,38,280,203,7,72.5,25.0,2.5
2012-13,21302,Chehalis,227,26,0,1,2,13,4,37,216,194,2,89.8,9.3,0.9
2012-13,32360,Cheney,319,39,3,3,10,18,5,38,320,277,4,86.6,12.2,1.3
2012-13,33036,Chewelah,97,18,1,2,4,12,0,23,92,71,2,77.2,20.7,2.2
2012-13,16049,Chimacum,85,19,1,1,2,7,4,11,93,76,2,81.7,16.1,2.2
2012-13,02250,Clarkston,219,82,0,6,15,14,33,48,253,169,16,66.8,26.9,6.3
2012-13,19404,Cle Elum-Roslyn,84,13,0,1,1,3,5,10,87,74,3,85.1,11.5,3.4
2012-13,27400,Clover Park,666,275,32,11,20,26,24,443,498,378,7,75.9,22.7,1.4
2012-13,38300,Colfax,60,11,1,0,2,1,3,9,62,53,2,85.5,11.3,3.2
2012-13,38306,Colton,16,1,0,0,0,0,0,1,16,16,0,100.0,0.0,0.0
2012-13,33206,Columbia (Stevens),18,2,0,0,0,0,0,3,17,17,0,100.0,0.0,0.0
2012-13,36400,Columbia (Walla Walla),63,10,0,0,3,2,2,11,62,55,0,88.7,11.3,0.0
2012-13,33115,Colville,246,54,1,15,12,29,10,47,253,183,3,72.3,26.5,1.2
2012-13,29011,Concrete,50,6,1,4,1,5,3,5,51,37,0,72.5,27.5,0.0
2012-13,29317,Conway,1,0,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2012-13,13151,Coulee-Hartline,20,3,0,0,0,1,0,4,19,17,1,89.5,5.3,5.3
2012-13,15204,Coupeville,82,17,0,0,0,5,5,17,82,72,0,87.8,12.2,0.0
2012-13,05313,Crescent,19,5,0,0,0,4,1,2,22,17,0,77.3,22.7,0.0
2012-13,22073,Creston,7,3,0,0,0,0,0,1,9,9,0,100.0,0.0,0.0
2012-13,10050,Curlew,27,7,1,1,1,0,1,4,30,25,1,83.3,13.3,3.3
2012-13,26059,Cusick,21,4,0,0,0,1,1,7,18,16,0,88.9,11.1,0.0
2012-13,31330,Darrington,41,12,1,1,3,1,0,6,47,41,0,87.2,12.8,0.0
2012-13,22207,Davenport,32,15,0,0,0,0,1,14,33,32,0,97.0,3.0,0.0
2012-13,07002,Dayton,44,8,1,3,0,2,0,15,37,31,0,83.8,16.2,0.0
2012-13,32414,Deer Park,153,34,0,3,12,3,4,16,171,145,4,84.8,12.9,2.3
2012-13,32361,East Valley (Spokane),299,30,1,0,1,10,5,32,297,272,8,91.6,5.7,2.7
2012-13,39090,East Valley (Yakima),171,16,0,5,1,7,8,19,168,141,6,83.9,12.5,3.6
2012-13,09206,Eastmont,416,55,3,3,8,18,18,50,421,362,9,86.0,11.9,2.1
2012-13,19028,Easton,4,1,0,0,1,0,0,0,5,4,0,80.0,20.0,0.0
2012-13,27404,Eatonville,146,18,2,0,4,2,4,20,144,128,4,88.9,8.3,2.8
2012-13,31015,Edmonds,1531,240,17,16,21,88,97,187,1584,1252,93,79.0,15.1,5.9
2012-13,32801,Educational Service District 101,19,7,0,0,0,7,3,16,10,0,0,0.0,100.0,0.0
2012-13,19401,Ellensburg,228,37,6,5,13,13,8,23,242,190,7,78.5,18.6,2.9
2012-13,14068,Elma,138,18,1,5,9,12,3,9,147,115,2,78.2,20.4,1.4
2012-13,04127,Entiat,21,2,0,0,2,0,0,2,21,19,0,90.5,9.5,0.0
2012-13,17216,Enumclaw,340,40,5,5,8,10,11,26,354,312,3,88.1,11.0,0.8
2012-13,13165,Ephrata,190,23,2,3,3,10,3,14,199,175,3,87.9,10.6,1.5
2012-13,31002,Everett,1398,180,5,4,17,49,43,287,1291,1143,30,88.5,9.1,2.3
2012-13,06114,Evergreen (Clark),1904,381,34,12,44,116,89,309,1976,1637,44,82.8,14.9,2.2
2012-13,17210,Federal Way,1768,311,31,41,48,137,122,305,1774,1320,75,74.4,21.4,4.2
2012-13,37502,Ferndale,357,48,2,15,14,41,17,52,353,254,10,72.0,25.2,2.8
2012-13,27417,Fife,289,53,2,3,11,22,4,45,297,250,5,84.2,14.1,1.7
