SchoolYear,Dist,District,Began Grade 9 in Washington,Transferred Into Washington,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2013-14,17001,Seattle,3083,712,27,40,80,184,148,549,3246,2569,198,79.1,14.8,6.1
2013-14,29101,Sedro-Woolley,255,27,3,1,3,11,8,32,250,221,3,88.4,10.4,1.2
2013-14,39119,Selah,302,79,1,4,10,11,14,98,283,237,6,83.7,14.1,2.1
2013-14,26070,Selkirk,16,4,0,0,0,0,0,4,16,16,0,100.0,0.0,0.0
2013-14,05323,Sequim,238,52,2,4,4,11,13,59,231,196,1,84.8,14.7,0.4
2013-14,23309,Shelton,367,49,4,8,8,21,16,55,361,288,16,79.8,15.8,4.4
2013-14,17412,Shoreline,649,131,3,10,14,24,13,78,702,614,24,87.5,9.1,3.4
2013-14,17404,Skykomish,2,2,0,0,0,0,0,3,1,1,0,100.0,0.0,0.0
2013-14,31201,Snohomish,837,93,4,6,9,31,28,90,840,741,21,88.2,9.3,2.5
2013-14,17410,Snoqualmie Valley,425,56,1,1,10,14,16,73,408,351,15,86.0,10.3,3.7
2013-14,13156,Soap Lake,46,9,0,1,2,2,2,8,47,38,2,80.9,14.9,4.3
2013-14,25118,South Bend,42,2,1,0,3,1,1,3,41,35,0,85.4,14.6,0.0
2013-14,18402,South Kitsap,770,106,4,18,11,24,43,70,806,676,30,83.9,12.4,3.7
2013-14,15206,South Whidbey,150,22,1,0,3,6,5,30,142,124,3,87.3,10.6,2.1
2013-14,32081,Spokane,1989,323,26,46,98,94,54,254,2058,1704,36,82.8,15.5,1.7
2013-14,22008,Sprague,11,0,1,1,0,1,0,2,9,6,0,66.7,33.3,0.0
2013-14,38322,St. John,32,7,0,0,0,0,1,13,26,25,0,96.2,3.8,0.0
2013-14,31401,Stanwood-Camano,378,55,1,5,9,25,6,35,398,340,12,85.4,11.6,3.0
2013-14,27001,Steilacoom Historical,213,68,2,3,3,5,1,72,209,194,1,92.8,6.7,0.5
2013-14,30303,Stevenson-Carson,87,16,0,4,3,7,3,18,85,64,4,75.3,20.0,4.7
2013-14,31311,Sultan,159,16,0,1,2,12,8,24,151,119,9,78.8,15.2,6.0
2013-14,27320,Sumner,650,102,0,4,11,33,27,107,645,546,24,84.7,11.6,3.7
2013-14,39201,Sunnyside,118,342,2,1,10,27,14,37,423,368,1,87.0,12.8,0.2
2013-14,27010,Tacoma,1906,339,17,47,95,164,65,354,1891,1464,39,77.4,20.5,2.1
2013-14,14077,Taholah,19,0,0,0,0,5,1,0,19,13,0,68.4,31.6,0.0
2013-14,17409,Tahoma,585,57,4,4,8,14,5,80,562,515,12,91.6,6.2,2.1
2013-14,38265,Tekoa,12,4,0,1,1,0,0,6,10,8,0,80.0,20.0,0.0
2013-14,34402,Tenino,92,8,0,1,5,0,4,14,86,74,2,86.0,11.6,2.3
2013-14,19400,Thorp,9,0,0,0,0,0,0,1,8,8,0,100.0,0.0,0.0
2013-14,21237,Toledo,59,7,0,0,0,1,0,2,64,62,1,96.9,1.6,1.6
2013-14,24404,Tonasket,77,13,1,2,2,1,3,23,67,57,1,85.1,13.4,1.5
2013-14,39202,Toppenish,260,116,7,4,19,26,34,22,354,190,74,53.7,25.4,20.9
2013-14,36300,Touchet,22,4,2,0,1,1,0,2,24,20,0,83.3,16.7,0.0
2013-14,08130,Toutle Lake,45,5,0,0,2,4,1,4,46,39,0,84.8,15.2,0.0
2013-14,20400,Trout Lake,18,4,0,0,0,0,0,5,17,17,0,100.0,0.0,0.0
2013-14,17406,Tukwila,203,87,6,9,18,25,15,38,252,160,19,63.5,29.0,7.5
2013-14,34033,Tumwater,477,64,2,1,7,30,23,58,483,410,10,84.9,13.0,2.1
2013-14,27083,University Place,463,55,0,5,11,23,3,86,432,378,12,87.5,9.7,2.8
2013-14,33070,Valley,4,0,0,0,0,0,0,0,4,4,0,100.0,0.0,0.0
2013-14,06037,Vancouver,1731,334,3,20,75,129,115,318,1747,1347,58,77.1,19.6,3.3
2013-14,17402,Vashon Island,121,17,0,1,4,3,5,18,120,101,6,84.2,10.8,5.0
2013-14,35200,Wahkiakum,41,11,0,1,0,2,1,14,38,31,3,81.6,10.5,7.9
2013-14,13073,Wahluke,135,16,2,1,5,18,11,11,140,94,9,67.1,26.4,6.4
2013-14,36401,Waitsburg,28,5,0,0,0,0,0,3,30,30,0,100.0,0.0,0.0
2013-14,36140,Walla Walla,574,151,0,3,5,34,43,154,571,461,25,80.7,14.9,4.4
2013-14,39207,Wapato,216,41,3,7,11,21,10,28,229,174,3,76.0,22.7,1.3
2013-14,13146,Warden,59,13,1,2,3,3,4,9,63,50,0,79.4,20.6,0.0
2013-14,06112,Washougal,247,41,0,0,4,13,14,56,232,196,5,84.5,13.4,2.2
2013-14,01109,Washtucna,7,1,0,0,0,0,0,0,8,8,0,100.0,0.0,0.0
2013-14,09209,Waterville,23,2,0,0,0,0,0,2,23,23,0,100.0,0.0,0.0
2013-14,33049,Wellpinit,17,1,0,0,0,0,0,2,16,16,0,100.0,0.0,0.0
2013-14,04246,Wenatchee,637,78,9,12,36,91,21,28,687,495,23,72.1,24.6,3.3
2013-14,32363,West Valley (Spokane),201,21,0,0,2,1,0,25,197,192,2,97.5,1.5,1.0
2013-14,39208,West Valley (Yakima),301,62,8,5,8,23,7,41,322,270,1,83.9,15.8,0.3
2013-14,21303,White Pass,22,6,0,3,0,2,1,3,25,19,0,76.0,24.0,0.0
2013-14,27416,White River,344,37,0,6,18,13,4,42,339,293,5,86.4,12.1,1.5
2013-14,20405,White Salmon Valley,90,19,1,1,1,3,3,13,96,85,2,88.5,9.4,2.1
2013-14,22200,Wilbur,21,2,1,0,0,2,0,3,20,17,0,85.0,15.0,0.0
2013-14,25160,Willapa Valley,29,2,0,0,1,0,0,1,30,29,0,96.7,3.3,0.0
2013-14,13167,Wilson Creek,5,4,1,0,0,0,0,4,5,4,0,80.0,20.0,0.0
2013-14,21232,Winlock,63,16,0,0,1,5,6,17,62,50,0,80.6,19.4,0.0
2013-14,14117,Wishkah Valley,10,3,0,0,1,0,0,0,13,11,1,84.6,7.7,7.7
2013-14,20094,Wishram,3,2,0,0,1,1,0,1,4,2,0,50.0,50.0,0.0
2013-14,08404,Woodland,188,30,0,5,10,18,13,27,191,137,8,71.7,24.1,4.2
2013-14,39007,Yakima,1017,319,16,36,81,150,104,190,1146,697,62,60.8,33.8,5.4
2013-14,34002,Yelm,432,67,1,3,15,27,26,102,397,312,13,78.6,18.1,3.3
2013-14,39205,Zillah,98,13,1,2,5,3,0,8,103,90,2,87.4,10.7,1.9
