SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,17415,Kent,1103,382,14,29,36,55,43,484,1001,807,17,80.6,17.7,1.7
2011-12,33212,Kettle Falls,26,21,0,0,0,0,2,16,31,28,1,90.3,6.5,3.2
2011-12,03052,Kiona-Benton City,59,34,0,1,0,1,1,36,57,54,0,94.7,5.3,0.0
2011-12,19403,Kittitas,25,45,4,4,0,0,0,45,25,17,0,68.0,32.0,0.0
2011-12,20402,Klickitat,3,1,0,1,0,0,0,1,3,2,0,66.7,33.3,0.0
2011-12,06101,La Center,62,17,0,0,1,1,0,25,54,52,0,96.3,3.7,0.0
2011-12,29311,La Conner,38,10,0,0,1,5,2,13,35,25,2,71.4,22.9,5.7
2011-12,38126,LaCrosse,7,2,0,0,0,0,0,4,5,5,0,100.0,0.0,0.0
2011-12,04129,Lake Chelan,54,27,2,3,0,2,1,26,55,46,1,83.6,14.5,1.8
2011-12,14097,Lake Quinault,9,7,0,0,0,0,0,13,3,3,0,100.0,0.0,0.0
2011-12,31004,Lake Stevens,295,115,1,5,7,11,3,130,280,250,3,89.3,9.6,1.1
2011-12,17414,Lake Washington,850,201,5,4,9,12,9,266,785,744,2,94.8,5.0,0.3
2011-12,31306,Lakewood,106,51,0,1,1,3,1,54,103,96,1,93.2,5.8,1.0
2011-12,32362,Liberty,16,7,1,0,0,0,0,10,13,11,1,84.6,7.7,7.7
2011-12,01158,Lind,7,7,0,0,0,0,0,8,6,6,0,100.0,0.0,0.0
2011-12,08122,Longview,250,107,2,3,7,17,7,105,252,202,14,80.2,14.3,5.6
2011-12,28144,Lopez,8,1,0,0,0,0,0,3,6,6,0,100.0,0.0,0.0
2011-12,20406,Lyle,11,6,0,0,1,0,0,13,4,3,0,75.0,25.0,0.0
2011-12,37504,Lynden,139,55,0,1,1,8,3,55,139,123,3,88.5,9.4,2.2
2011-12,39120,Mabton,35,16,1,2,1,1,0,18,33,26,2,78.8,15.2,6.1
2011-12,09207,Mansfield,6,9,0,0,0,1,0,10,5,4,0,80.0,20.0,0.0
2011-12,04019,Manson,14,11,0,0,0,0,0,10,15,14,1,93.3,0.0,6.7
2011-12,23311,Mary M Knight,7,5,1,0,0,0,0,8,4,3,0,75.0,25.0,0.0
2011-12,33207,Mary Walker,24,17,1,0,0,1,0,18,23,18,3,78.3,8.7,13.0
2011-12,31025,Marysville,439,257,2,5,27,41,22,233,463,355,11,76.7,21.0,2.4
2011-12,32354,Mead,361,155,0,1,2,12,3,117,399,373,8,93.5,4.5,2.0
2011-12,32326,Medical Lake,77,34,0,0,3,1,0,44,67,63,0,94.0,6.0,0.0
2011-12,17400,Mercer Island,160,31,0,2,0,0,0,29,162,158,2,97.5,1.2,1.2
2011-12,37505,Meridian,54,31,0,0,1,0,2,34,51,46,2,90.2,5.9,3.9
2011-12,24350,Methow Valley,27,9,0,0,0,2,4,7,29,23,0,79.3,20.7,0.0
2011-12,31103,Monroe,273,151,2,2,5,38,19,144,280,191,23,68.2,23.6,8.2
2011-12,14066,Montesano,52,16,0,0,0,1,0,21,47,46,0,97.9,2.1,0.0
2011-12,21214,Morton,17,6,0,0,1,1,0,12,11,9,0,81.8,18.2,0.0
2011-12,13161,Moses Lake,261,127,11,7,11,24,13,118,270,184,20,68.1,24.4,7.4
2011-12,21206,Mossyrock,25,22,0,0,0,0,1,16,31,30,0,96.8,3.2,0.0
2011-12,39209,Mount Adams,29,22,0,1,2,4,1,20,31,22,1,71.0,25.8,3.2
2011-12,37507,Mount Baker,94,38,0,1,5,8,3,45,87,69,1,79.3,19.5,1.1
2011-12,29320,Mount Vernon,223,130,1,9,11,10,7,136,217,174,5,80.2,17.5,2.3
2011-12,31006,Mukilteo,581,227,7,7,11,16,14,268,540,478,7,88.5,10.2,1.3
2011-12,39003,Naches Valley,65,11,0,0,0,0,0,14,62,61,1,98.4,0.0,1.6
2011-12,21014,Napavine,35,17,0,1,2,1,0,19,33,28,1,84.8,12.1,3.0
2011-12,25155,Naselle-Grays River Valley,12,2,0,0,0,0,0,6,8,8,0,100.0,0.0,0.0
2011-12,26056,Newport,55,23,0,1,1,2,1,27,51,45,1,88.2,9.8,2.0
2011-12,32325,Nine Mile Falls,72,33,0,0,1,6,0,36,69,62,0,89.9,10.1,0.0
2011-12,37506,Nooksack Valley,73,39,0,1,5,3,4,34,78,65,0,83.3,16.7,0.0
2011-12,14064,North Beach,25,13,0,0,0,2,0,20,18,16,0,88.9,11.1,0.0
2011-12,11051,North Franklin,60,23,0,1,2,1,0,19,64,59,1,92.2,6.3,1.6
2011-12,18400,North Kitsap,255,85,0,2,3,12,15,66,274,231,11,84.3,11.7,4.0
2011-12,23403,North Mason,100,47,0,1,0,3,1,57,90,82,3,91.1,5.6,3.3
2011-12,25200,North River,4,2,0,0,0,0,0,4,2,2,0,100.0,0.0,0.0
2011-12,34003,North Thurston,540,233,7,6,12,33,19,241,532,455,0,85.5,14.5,0.0
2011-12,33211,Northport,9,8,1,0,0,0,0,9,8,7,0,87.5,12.5,0.0
2011-12,17417,Northshore,819,203,0,4,3,31,8,235,787,732,9,93.0,5.8,1.1
2011-12,29801,Northwest Educational Service District 189,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,15201,Oak Harbor,227,72,1,0,2,10,7,97,202,178,4,88.1,9.9,2.0
2011-12,38324,Oakesdale,7,2,0,0,0,0,1,2,7,6,0,85.7,14.3,0.0
2011-12,14400,Oakville,13,8,0,0,1,1,1,10,11,7,1,63.6,27.3,9.1
2011-12,25101,Ocean Beach,36,18,1,1,2,2,0,21,33,27,0,81.8,18.2,0.0
2011-12,14172,Ocosta,22,9,0,0,0,0,0,15,16,14,2,87.5,0.0,12.5
2011-12,22105,Odessa,11,3,0,0,0,0,0,8,6,5,1,83.3,0.0,16.7
2011-12,24105,Okanogan,34,23,2,1,0,1,0,29,28,23,1,82.1,14.3,3.6
2011-12,34111,Olympia,386,153,0,2,9,11,4,157,382,352,4,92.1,6.8,1.0
2011-12,24019,Omak,62,30,0,0,0,2,0,33,59,57,0,96.6,3.4,0.0
2011-12,21300,Onalaska,32,37,0,0,3,2,1,32,37,31,0,83.8,16.2,0.0
2011-12,28137,Orcas Island,28,12,0,0,1,0,0,9,31,29,1,93.5,3.2,3.2
2011-12,24410,Oroville,26,8,0,0,0,0,1,13,21,20,0,95.2,4.8,0.0
2011-12,27344,Orting,66,44,0,0,1,0,1,43,67,63,2,94.0,3.0,3.0
2011-12,01147,Othello,122,49,0,4,4,6,4,44,127,109,0,85.8,14.2,0.0
2011-12,38301,Palouse,7,2,0,0,0,0,0,1,8,8,0,100.0,0.0,0.0
2011-12,11001,Pasco,427,185,10,14,29,31,26,133,479,352,17,73.5,23.0,3.5
2011-12,24122,Pateros,16,5,0,0,0,0,0,5,16,15,1,93.8,0.0,6.3
2011-12,21301,Pe Ell,16,6,0,0,0,1,0,6,16,14,1,87.5,6.3,6.3
2011-12,27401,Peninsula,380,108,0,1,7,9,12,126,362,326,7,90.1,8.0,1.9
2011-12,12110,Pomeroy,11,4,0,0,0,0,0,4,11,11,0,100.0,0.0,0.0
2011-12,05121,Port Angeles,148,81,0,0,3,19,14,55,174,134,4,77.0,20.7,2.3
2011-12,16050,Port Townsend,57,28,0,0,1,6,0,25,60,48,5,80.0,11.7,8.3
2011-12,36402,Prescott,9,5,0,0,0,0,0,7,7,7,0,100.0,0.0,0.0
2011-12,03116,Prosser,144,27,3,1,4,3,1,48,123,110,1,89.4,9.8,0.8
2011-12,38267,Pullman,75,24,0,0,5,2,3,25,74,63,1,85.1,13.5,1.4
