SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2013-14,Educational Service District 113,21,Lewis,21234,Boistfort School District,94,1,1.06,0,0,0,0,0,0,0,0,13,13.83,80,85.11,0,0,56,59.57,38,40.43,0,0,0,0,21,23.6,52,58.43,0,0,N<10,,13,12.1,5,71.43
2013-14,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,5014,77,1.54,199,3.97,111,2.21,310,6.18,300,5.98,870,17.35,2680,53.45,777,15.5,2651,52.87,2363,47.13,38,0.77,186,3.76,833,16.84,3151,63.68,183,3.7,67,1.35,16,14.2,190,60.7
2013-14,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,885,7,0.79,0,0,0,0,0,0,1,0.11,790,89.27,75,8.47,12,1.36,451,50.96,434,49.04,146,17.04,396,46.21,119,13.89,,>95%,14,1.63,N<10,,15,13.3,37,61.67
2013-14,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,825,1,0.12,1,0.12,0,0,1,0.12,1,0.12,730,88.48,85,10.3,7,0.85,433,52.48,392,47.52,113,13.58,332,39.9,97,11.66,,>95%,21,2.52,N<10,,17,12.8,28,57.14
2013-14,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,29,0,0,0,0,1,3.45,1,3.45,0,0,2,6.9,25,86.21,1,3.45,20,68.97,9,31.03,0,0,0,0,14,34.15,30,73.17,0,0,N<10,,6,8.7,2,40
2013-14,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,3780,28,0.74,58,1.53,6,0.16,64,1.69,19,0.5,1485,39.29,2084,55.13,100,2.65,1944,51.43,1836,48.57,146,3.95,688,18.59,492,13.3,1899,51.32,23,0.62,25,0.68,18,13.3,121,56.28
2013-14,Educational Service District 112,06,Clark,06117,Camas School District,6397,25,0.39,367,5.74,27,0.42,394,6.16,58,0.91,489,7.64,4969,77.68,462,7.22,3268,51.09,3129,48.91,1,0.02,121,1.88,776,12.07,1153,17.94,155,2.41,27,0.42,18,13.1,298,82.32
2013-14,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,448,213,47.54,0,0,0,0,0,0,0,0,70,15.63,77,17.19,88,19.64,231,51.56,217,48.44,0,0,0,0,63,13.67,301,65.29,19,4.12,11,2.39,11,12,24,61.54
2013-14,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,181,0,0,0,0,0,0,0,0,1,0.55,11,6.08,163,90.06,6,3.31,92,50.83,89,49.17,0,0,0,0,23,12.17,50,26.46,0,0,N<10,,15,18.1,9,75
2013-14,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,1289,12,0.93,10,0.78,2,0.16,12,0.93,7,0.54,384,29.79,857,66.49,17,1.32,652,50.58,637,49.42,48,3.67,177,13.52,141,10.77,616,47.06,34,2.6,N<10,,18,14.8,38,52.05
2013-14,North Central Educational Service District 171,04,Chelan,04222,Cashmere School District,1512,9,0.6,10,0.66,0,0,10,0.66,11,0.73,588,38.89,877,58,17,1.12,766,50.66,746,49.34,92,6.11,238,15.81,127,8.44,737,48.97,23,1.53,12,0.8,18,16.1,60,71.43
2013-14,Educational Service District 112,08,Cowlitz,08401,Castle Rock School District,1302,17,1.31,13,1,7,0.54,20,1.54,6,0.46,126,9.68,1074,82.49,59,4.53,681,52.3,621,47.7,0,0,24,1.85,225,17.32,615,47.34,55,4.23,N<10,,19,13.7,56,81.16
2013-14,Educational Service District 112,20,Klickitat,20215,Centerville School District,76,0,0,0,0,0,0,0,0,2,2.63,2,2.63,72,94.74,0,0,40,52.63,36,47.37,0,0,0,0,2,2.74,36,49.32,0,0,N<10,,15,17.7,3,60
2013-14,Olympic Educational Service District 114,18,Kitsap,18401,Central Kitsap School District,11089,60,0.54,637,5.74,142,1.28,779,7.02,334,3.01,1281,11.55,6838,61.66,1797,16.21,5742,51.78,5347,48.22,0,0,250,2.25,1772,15.98,4242,38.25,349,3.15,77,0.69,17,17.2,402,63.11
2013-14,Educational Service District 101,32,Spokane,32356,Central Valley School District,12987,88,0.68,173,1.33,44,0.34,217,1.67,180,1.39,774,5.96,11103,85.49,625,4.81,6734,51.85,6253,48.15,6,0.05,351,2.7,1847,14.19,4877,37.48,608,4.67,119,0.91,17,14.6,546,73.39
2013-14,Educational Service District 113,21,Lewis,21401,Centralia School District,3567,28,0.78,23,0.64,10,0.28,33,0.93,56,1.57,1096,30.73,2251,63.11,103,2.89,1797,50.38,1770,49.62,107,3,315,8.82,587,16.44,2457,68.80,32,0.9,37,1.04,18,14.6,133,68.91
2013-14,Educational Service District 113,21,Lewis,21302,Chehalis School District,2752,14,0.51,40,1.45,2,0.07,42,1.53,19,0.69,433,15.73,2099,76.27,145,5.27,1378,50.07,1374,49.93,10,0.36,107,3.9,377,13.73,1363,49.64,20,0.73,28,1.02,17,17,128,78.53
2013-14,Educational Service District 101,32,Spokane,32360,Cheney School District,4224,66,1.56,74,1.75,10,0.24,84,1.99,62,1.47,409,9.68,3278,77.6,325,7.69,2215,52.44,2009,47.56,9,0.21,96,2.24,792,18.51,2118,49.50,82,1.92,53,1.24,17,14.8,176,69.02
2013-14,Educational Service District 101,33,Stevens,33036,Chewelah School District,833,6,0.72,2,0.24,1,0.12,3,0.36,6,0.72,39,4.68,767,92.08,12,1.44,447,53.66,386,46.34,0,0,4,0.47,111,13.04,511,60.05,13,1.53,16,1.88,17,21.1,40,83.33
2013-14,Olympic Educational Service District 114,16,Jefferson,16049,Chimacum School District,1075,17,1.58,20,1.86,3,0.28,23,2.14,9,0.84,71,6.6,888,82.6,67,6.23,547,50.88,528,49.12,0,0,12,1.11,160,14.83,522,48.38,40,3.71,17,1.58,17,18.4,41,66.13
2013-14,Educational Service District 123,02,Asotin,02250,Clarkston School District,2709,46,1.7,24,0.89,1,0.04,25,0.92,26,0.96,183,6.76,2339,86.34,90,3.32,1352,49.91,1357,50.09,0,0,34,1.29,410,15.51,1498,56.68,60,2.27,44,1.66,19,18.1,89,63.12
2013-14,Educational Service District 105,19,Kittitas,19404,Cle Elum-Roslyn School District,894,12,1.34,11,1.23,2,0.22,13,1.45,7,0.78,71,7.94,757,84.68,34,3.8,455,50.89,439,49.11,2,0.22,17,1.84,111,12.03,366,39.65,8,0.87,N<10,,18,15.2,30,58.82
2013-14,Puget Sound Educational Service District 121,27,Pierce,27400,Clover Park School District,12626,80,0.63,590,4.67,480,3.8,1070,8.47,1602,12.69,3737,29.6,4597,36.41,1540,12.2,6564,51.99,6062,48.01,5,0.04,1339,11.04,1793,14.78,8262,68.12,119,0.98,59,0.49,18,11.8,473,68.06
2013-14,Educational Service District 101,38,Whitman,38300,Colfax School District,643,1,0.16,9,1.4,0,0,9,1.4,1,0.16,19,2.95,569,88.49,44,6.84,341,53.03,302,46.97,0,0,0,0,80,12.72,221,35.14,7,1.11,N<10,,16,15.5,31,79.49
2013-14,Educational Service District 123,36,Walla Walla,36250,College Place School District,845,4,0.47,4,0.47,2,0.24,6,0.71,5,0.59,372,44.02,442,52.31,16,1.89,440,52.07,405,47.93,49,5.77,186,21.91,126,14.84,538,63.37,3,0.35,14,1.65,17,15.2,43,86
2013-14,Educational Service District 101,38,Whitman,38306,Colton School District,170,0,0,4,2.35,0,0,4,2.35,3,1.76,3,1.76,156,91.76,4,2.35,85,50,85,50,0,0,0,0,27,15.25,30,16.95,9,5.08,N<10,,11,14.7,13,86.67
2013-14,Educational Service District 101,33,Stevens,33206,Columbia (Stevens) School District,153,36,23.53,1,0.65,0,0,1,0.65,0,0,14,9.15,78,50.98,24,15.69,86,56.21,67,43.79,0,0,0,0,28,17.95,122,78.21,2,1.28,N<10,,9,20.3,12,70.59
2013-14,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,857,6,0.7,2,0.23,0,0,2,0.23,6,0.7,257,29.99,555,64.76,31,3.62,440,51.34,417,48.66,28,3.22,106,12.2,136,15.65,415,47.76,0,0,11,1.27,15,14.9,34,60.71
2013-14,Educational Service District 101,33,Stevens,33115,Colville School District,1860,32,1.72,11,0.59,4,0.22,15,0.81,1,0.05,94,5.05,1630,87.63,88,4.73,944,50.75,916,49.25,0,0,28,1.52,285,15.44,972,52.65,8,0.43,28,1.52,17,17.5,78,70.91
2013-14,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,542,9,1.66,1,0.18,0,0,1,0.18,0,0,26,4.8,499,92.07,7,1.29,300,55.35,242,44.65,0,0,0,0,72,13.85,331,63.65,0,0,N<10,,17,19.1,22,68.75
2013-14,Northwest Educational Service District 189,29,Skagit,29317,Conway School District,440,3,0.68,4,0.91,0,0,4,0.91,3,0.68,60,13.64,368,83.64,2,0.45,222,50.45,218,49.55,22,5.01,27,6.15,52,11.85,114,25.97,5,1.14,N<10,,18,18.2,19,79.17
2013-14,Educational Service District 113,14,Grays Harbor,14099,Cosmopolis School District,141,0,0,0,0,0,0,0,0,0,0,21,14.89,107,75.89,13,9.22,79,56.03,62,43.97,0,0,3,2.14,23,16.43,69,49.29,2,1.43,N<10,,14,14.9,7,70
2013-14,North Central Educational Service District 171,13,Grant,13151,Coulee-Hartline School District,188,0,0,1,0.53,0,0,1,0.53,0,0,12,6.38,166,88.3,9,4.79,94,50,94,50,0,0,0,0,26,14.21,75,40.98,0,0,N<10,,11,18,11,64.71
2013-14,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,936,3,0.32,8,0.85,0,0,8,0.85,17,1.82,118,12.61,702,75,88,9.4,454,48.5,482,51.5,13,1.4,22,2.37,143,15.38,330,35.48,6,0.65,N<10,,16,16,42,71.19
2013-14,Olympic Educational Service District 114,05,Clallam,05313,Crescent School District,295,5,1.69,0,0,0,0,0,0,0,0,9,3.05,256,86.78,25,8.47,156,52.88,139,47.12,0,0,0,0,31,10.23,119,39.27,1,0.33,N<10,,13,14,14,60.87
2013-14,Educational Service District 101,22,Lincoln,22073,Creston School District,106,2,1.89,1,0.94,0,0,1,0.94,0,0,1,0.94,95,89.62,7,6.6,58,54.72,48,45.28,0,0,0,0,15,14.85,37,36.63,0,0,N<10,,8,15.4,9,64.29
2013-14,Educational Service District 101,10,Ferry,10050,Curlew School District,206,6,2.91,0,0,0,0,0,0,4,1.94,8,3.88,176,85.44,12,5.83,101,49.03,105,50.97,0,0,0,0,31,14.76,119,56.67,12,5.71,N<10,,12,14.3,12,70.59
2013-14,Educational Service District 101,26,Pend Oreille,26059,Cusick School District,273,91,33.33,1,0.37,0,0,1,0.37,2,0.73,7,2.56,140,51.28,32,11.72,164,60.07,109,39.93,0,0,0,0,42,15.38,168,61.54,5,1.83,N<10,,12,18.4,12,52.17
2013-14,Educational Service District 105,19,Kittitas,19007,Damman School District,47,1,2.13,0,0,1,2.13,1,2.13,0,0,0,0,45,95.74,0,0,14,29.79,33,70.21,0,0,0,0,3,6.38,0,0.00,0,0,N<10,,24,27,1,50
2013-14,Northwest Educational Service District 189,31,Snohomish,31330,Darrington School District,451,20,4.43,4,0.89,0,0,4,0.89,2,0.44,22,4.88,380,84.26,23,5.1,228,50.55,223,49.45,0,0,0,0,89,19.91,254,56.82,6,1.34,12,2.68,16,16,17,60.71
2013-14,Educational Service District 101,22,Lincoln,22207,Davenport School District,554,12,2.17,1,0.18,0,0,1,0.18,2,0.36,16,2.89,519,93.68,4,0.72,273,49.28,281,50.72,0,0,0,0,65,11.61,304,54.29,6,1.07,N<10,,16,16.3,23,67.65
2013-14,Educational Service District 123,07,Columbia,07002,Dayton School District,429,13,3.03,7,1.63,0,0,7,1.63,8,1.86,53,12.35,343,79.95,5,1.17,205,47.79,224,52.21,0,0,3,0.71,69,16.35,239,56.64,32,7.58,N<10,,13,20.6,18,56.25
2013-14,Educational Service District 101,32,Spokane,32414,Deer Park School District,2485,61,2.45,15,0.6,2,0.08,17,0.68,30,1.21,106,4.27,2263,91.07,7,0.28,1264,50.87,1221,49.13,0,0,7,0.28,281,11.28,1189,47.71,105,4.21,43,1.73,21,14.8,86,71.07
2013-14,Puget Sound Educational Service District 121,27,Pierce,27343,Dieringer School District,1529,12,0.78,73,4.77,10,0.65,83,5.43,14,0.92,99,6.47,1198,78.35,123,8.04,772,50.49,757,49.51,0,0,25,1.63,148,9.64,188,12.25,59,3.84,N<10,,19,16.9,61,76.25
2013-14,Educational Service District 123,36,Walla Walla,36101,Dixie School District,27,2,7.41,0,0,0,0,0,0,0,0,1,3.7,24,88.89,0,0,11,40.74,16,59.26,0,0,0,0,6,20.69,,>95%,0,0,N<10,,9,12.5,3,100
2013-14,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),4477,54,1.21,62,1.38,25,0.56,87,1.94,35,0.78,422,9.43,3546,79.2,333,7.44,2297,51.31,2180,48.69,0,0,120,2.65,679,15,2296,50.71,89,1.97,53,1.17,17,16,198,73.88
2013-14,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),3048,31,1.02,23,0.75,4,0.13,27,0.89,29,0.95,1329,43.6,1579,51.8,53,1.74,1585,52,1463,48,180,5.84,356,11.54,391,12.68,1762,57.13,24,0.78,23,0.75,18,15.5,111,64.91
2013-14,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,5694,19,0.33,38,0.67,6,0.11,44,0.77,22,0.39,2433,42.73,3034,53.28,142,2.49,2930,51.46,2764,48.54,607,10.66,1036,18.19,708,12.43,3292,57.82,99,1.74,33,0.58,17,15.8,254,75.15
2013-14,Educational Service District 105,19,Kittitas,19028,Easton School District,103,3,2.91,0,0,0,0,0,0,1,0.97,22,21.36,76,73.79,1,0.97,49,47.57,54,52.43,0,0,15,14.02,14,13.08,74,69.16,0,0,N<10,,9,14.5,7,63.64
2013-14,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,1855,22,1.19,9,0.49,8,0.43,17,0.92,12,0.65,101,5.44,1615,87.06,88,4.74,951,51.27,904,48.73,0,0,3,0.16,193,10.29,750,40.00,24,1.28,11,0.59,18,15.4,67,65.69
2013-14,Northwest Educational Service District 189,31,Snohomish,31015,Edmonds School District,20743,114,0.55,2713,13.08,127,0.61,2840,13.69,1278,6.16,3660,17.64,10848,52.3,2003,9.66,10805,52.09,9938,47.91,3,0.01,2347,11.3,2961,14.25,7144,34.38,1032,4.97,120,0.58,19,13.7,755,67.53
2013-14,Educational Service District 105,19,Kittitas,19401,Ellensburg School District,3105,35,1.13,47,1.51,5,0.16,52,1.67,30,0.97,532,17.13,2443,78.68,13,0.42,1579,50.85,1526,49.15,51,1.65,234,7.56,399,12.9,1235,39.92,51,1.65,34,1.1,19,15.9,117,70.91
2013-14,Educational Service District 113,14,Grays Harbor,14068,Elma School District,1571,23,1.46,9,0.57,0,0,9,0.57,11,0.7,268,17.06,1158,73.71,102,6.49,805,51.24,766,48.76,36,2.38,104,6.86,256,16.9,868,57.29,72,4.75,19,1.25,19,16.7,57,69.51
2013-14,Educational Service District 101,38,Whitman,38308,Endicott School District,97,0,0,0,0,0,0,0,0,0,0,3,3.09,90,92.78,4,4.12,55,56.7,42,43.3,0,0,0,0,13,12.38,64,60.95,0,0,N<10,,7,20.6,8,61.54
2013-14,North Central Educational Service District 171,04,Chelan,04127,Entiat School District,369,0,0,3,0.81,2,0.54,5,1.36,1,0.27,132,35.77,215,58.27,16,4.34,195,52.85,174,47.15,20,5.25,49,12.86,49,12.86,262,68.77,3,0.79,N<10,,16,15.9,17,73.91
2013-14,Puget Sound Educational Service District 121,17,King,17216,Enumclaw School District,4401,387,8.79,26,0.59,13,0.3,39,0.89,27,0.61,530,12.04,3277,74.46,141,3.2,2304,52.35,2097,47.65,21,0.48,203,4.63,560,12.77,1332,30.37,70,1.6,45,1.03,20,14.4,158,71.82
2013-14,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,2338,8,0.34,15,0.64,0,0,15,0.64,12,0.51,674,28.83,1578,67.49,51,2.18,1219,52.14,1119,47.86,86,3.65,226,9.6,282,11.98,1324,56.24,39,1.66,18,0.76,17,14.4,88,65.67
2013-14,Educational Service District 113,21,Lewis,21036,Evaline School District,51,0,0,0,0,0,0,0,0,0,0,7,13.73,41,80.39,3,5.88,26,50.98,25,49.02,0,0,0,0,5,12.2,0,0.00,0,0,N<10,,26,5.9,2,100
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,19218,142,0.74,2382,12.39,243,1.26,2625,13.66,760,3.95,3157,16.43,11387,59.25,1147,5.97,9755,50.76,9463,49.24,36,0.19,2023,10.56,2416,12.61,7763,40.52,526,2.75,126,0.66,20,15.8,567,60.45
2013-14,Educational Service District 112,06,Clark,06114,Evergreen School District (Clark),26115,155,0.59,1768,6.77,427,1.64,2195,8.41,827,3.17,4493,17.2,16514,63.24,1931,7.39,13486,51.64,12629,48.36,14,0.05,2867,10.94,3590,13.69,12138,46.30,438,1.67,148,0.56,17,13.1,1134,74.46
2013-14,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),26,3,11.54,0,0,0,0,0,0,1,3.85,0,0,22,84.62,0,0,12,46.15,14,53.85,0,0,0,0,2,7.69,23,88.46,0,0,N<10,,13,14.5,1,50
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,22461,169,0.75,2713,12.08,978,4.35,3691,16.43,2529,11.26,5777,25.72,7600,33.84,2695,12,11481,51.12,10980,48.88,11,0.05,3474,15.5,3013,13.44,13189,58.83,388,1.73,121,0.54,18,12.2,785,63.72
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,5174,685,13.24,152,2.94,6,0.12,158,3.05,46,0.89,878,16.97,3120,60.3,287,5.55,2650,51.22,2524,48.78,45,0.89,240,4.75,775,15.33,2584,51.10,197,3.9,81,1.6,19,16.1,191,71.54
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,3588,36,1,269,7.5,120,3.34,389,10.84,124,3.46,684,19.06,1938,54.01,417,11.62,1822,50.78,1766,49.22,0,0,391,10.97,412,11.56,1611,45.20,71,1.99,13,0.36,18,14.2,128,65.98
2013-14,Educational Service District 123,03,Benton,03053,Finley School District,928,5,0.54,2,0.22,1,0.11,3,0.32,1,0.11,373,40.19,513,55.28,33,3.56,492,53.02,436,46.98,45,4.79,128,13.63,153,16.29,692,73.70,10,1.06,18,1.92,17,19.7,39,69.64
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,7520,55,0.73,489,6.5,410,5.45,899,11.95,809,10.76,1708,22.71,3031,40.31,1018,13.54,3858,51.3,3662,48.7,7,0.09,603,8.02,1035,13.77,5357,71.25,133,1.77,70,0.93,17,10.3,289,64.51
2013-14,Educational Service District 101,32,Spokane,32358,Freeman School District,865,22,2.54,16,1.85,2,0.23,18,2.08,9,1.04,44,5.09,762,88.09,10,1.16,457,52.83,408,47.17,0,0,0,0,117,13.39,218,24.94,70,8.01,N<10,,18,17.6,38,79.17
2013-14,Educational Service District 101,38,Whitman,38302,Garfield School District,95,1,1.05,0,0,0,0,0,0,0,0,4,4.21,87,91.58,3,3.16,48,50.53,47,49.47,0,0,0,0,18,18.75,45,46.88,4,4.17,N<10,,7,12.8,9,64.29
2013-14,Educational Service District 112,20,Klickitat,20401,Glenwood School District,68,5,7.35,0,0,0,0,0,0,0,0,10,14.71,45,66.18,8,11.76,37,54.41,31,45.59,3,4.41,0,0,12,17.65,31,45.59,0,0,N<10,,6,16.1,6,54.55
2013-14,Educational Service District 105,20,Klickitat,20404,Goldendale School District,976,48,4.92,8,0.82,3,0.31,11,1.13,6,0.61,125,12.81,723,74.08,63,6.45,525,53.79,451,46.21,35,3.77,30,3.23,129,13.9,523,56.36,16,1.72,20,2.16,17,17.7,48,82.76
2013-14,North Central Educational Service District 171,13,Grant,13301,Grand Coulee Dam School District,703,271,38.55,3,0.43,0,0,3,0.43,3,0.43,65,9.25,217,30.87,144,20.48,349,49.64,354,50.36,16,2.35,0,0,105,15.44,439,64.56,7,1.03,N<10,,17,16.1,23,54.76
2013-14,Educational Service District 105,39,Yakima,39200,Grandview School District,3606,1,0.03,2,0.06,0,0,2,0.06,2,0.06,3300,91.51,288,7.99,13,0.36,1808,50.14,1798,49.86,596,16.71,1192,33.42,419,11.75,2885,80.88,3,0.08,16,0.45,20,11.1,92,50
2013-14,Educational Service District 105,39,Yakima,39204,Granger School District,1537,47,3.06,0,0,0,0,0,0,0,0,1413,91.93,56,3.64,21,1.37,796,51.79,741,48.21,257,17.12,574,38.24,171,11.39,,>95%,17,1.13,18,1.2,19,13,41,49.4
2013-14,Northwest Educational Service District 189,31,Snohomish,31332,Granite Falls School District,2069,40,1.93,26,1.26,6,0.29,32,1.55,21,1.01,177,8.55,1731,83.66,68,3.29,1071,51.76,998,48.24,5,0.24,31,1.5,329,15.87,902,43.51,26,1.25,23,1.11,20,14.1,74,69.81
2013-14,Educational Service District 113,23,Mason,23054,Grapeview School District,208,4,1.92,2,0.96,0,0,2,0.96,0,0,11,5.29,182,87.5,9,4.33,107,51.44,101,48.56,0,0,0,0,28,12.96,100,46.30,0,0,N<10,,15,16.7,8,57.14
2013-14,Educational Service District 101,32,Spokane,32312,Great Northern School District,47,3,6.38,2,4.26,0,0,2,4.26,2,4.26,1,2.13,39,82.98,0,0,27,57.45,20,42.55,0,0,0,0,8,16,0,0.00,0,0,N<10,,16,8.6,2,66.67
2013-14,Educational Service District 112,06,Clark,06103,Green Mountain School District,150,0,0,0,0,0,0,0,0,1,0.67,6,4,141,94,2,1.33,79,52.67,71,47.33,0,0,0,0,15,10.79,57,41.01,0,0,N<10,,17,9.8,4,44.44
2013-14,Educational Service District 113,34,Thurston,34324,Griffin School District,655,18,2.75,18,2.75,1,0.15,19,2.9,13,1.98,48,7.33,505,77.1,52,7.94,319,48.7,336,51.3,0,0,5,0.75,77,11.48,111,16.54,16,2.38,12,1.79,18,18.1,27,72.97
