SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2013-14,Educational Service District 101,22,Lincoln,22204,Harrington School District,100,6,6,0,0,0,0,0,0,0,0,3,3,81,81,10,10,48,48,52,52,0,0,0,0,10,9.9,47,46.53,0,0,N<10,,7,16.2,11,78.57
2013-14,Educational Service District 105,39,Yakima,39203,Highland School District,1214,2,0.16,4,0.33,0,0,4,0.33,3,0.25,836,68.86,343,28.25,26,2.14,652,53.71,562,46.29,190,15.66,293,24.15,151,12.45,919,75.76,8,0.66,N<10,,16,13.6,47,63.51
2013-14,Puget Sound Educational Service District 121,17,King,17401,Highline School District,18882,208,1.1,2706,14.33,819,4.34,3525,18.67,2167,11.48,6985,36.99,4556,24.13,1440,7.63,9863,52.23,9019,47.77,19,0.1,4040,21.46,2822,14.99,13043,69.28,276,1.47,130,0.69,18,11,728,67.97
2013-14,Educational Service District 112,06,Clark,06098,Hockinson School District,1923,6,0.31,40,2.08,1,0.05,41,2.13,14,0.73,77,4,1740,90.48,45,2.34,1007,52.37,916,47.63,0,0,15,0.78,188,9.81,408,21.29,57,2.97,N<10,,19,12.3,78,78.79
2013-14,Educational Service District 113,23,Mason,23404,Hood Canal School District,289,80,27.68,0,0,0,0,0,0,3,1.04,25,8.65,136,47.06,45,15.57,150,51.9,139,48.1,49,15.76,7,2.25,77,24.76,,>95%,6,1.93,25,8.04,14,21,8,38.1
2013-14,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,1623,86,5.3,16,0.99,0,0,16,0.99,23,1.42,256,15.77,1176,72.46,64,3.94,838,51.63,785,48.37,29,1.73,46,2.74,279,16.64,1135,67.68,8,0.48,38,2.27,18,17.2,61,67.03
2013-14,Educational Service District 101,10,Ferry,10070,Inchelium School District,217,169,77.88,4,1.84,0,0,4,1.84,0,0,3,1.38,5,2.3,36,16.59,113,52.07,104,47.93,0,0,0,0,36,16.82,165,77.10,1,0.47,N<10,,11,16.7,13,68.42
2013-14,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,32,0,0,0,0,0,0,0,0,0,0,1,3.13,31,96.88,0,0,13,40.63,19,59.38,0,0,0,0,5,12.82,18,46.15,1,2.56,N<10,,8,13.7,0,
2013-14,Puget Sound Educational Service District 121,17,King,17411,Issaquah School District,18620,44,0.24,4348,23.35,57,0.31,4405,23.66,336,1.8,1370,7.36,11430,61.39,1035,5.56,9458,50.79,9162,49.21,0,0,883,4.71,1643,8.77,1744,9.31,571,3.05,24,0.13,20,11.4,662,69.61
2013-14,Educational Service District 123,11,Franklin,11056,Kahlotus School District,51,0,0,0,0,0,0,0,0,0,0,13,25.49,38,74.51,0,0,21,41.18,30,58.82,1,1.96,0,0,8,15.69,34,66.67,0,0,N<10,,5,17.3,5,45.45
2013-14,Educational Service District 112,08,Cowlitz,08402,Kalama School District,946,5,0.53,8,0.85,3,0.32,11,1.16,16,1.69,48,5.07,844,89.22,22,2.33,489,51.69,457,48.31,0,0,13,1.37,102,10.71,387,40.65,52,5.46,N<10,,18,12.5,38,73.08
2013-14,Educational Service District 101,10,Ferry,10003,Keller School District,38,32,84.21,0,0,0,0,0,0,0,0,0,0,5,13.16,1,2.63,21,55.26,17,44.74,0,0,0,0,2,5,35,87.50,0,0,N<10,,13,12.1,0,
2013-14,Educational Service District 112,08,Cowlitz,08458,Kelso School District,4826,104,2.15,62,1.28,31,0.64,93,1.93,22,0.46,789,16.35,3487,72.25,330,6.84,2420,50.15,2406,49.85,27,0.56,225,4.64,644,13.28,2748,56.65,107,2.21,38,0.78,18,13.6,203,74.91
2013-14,Educational Service District 123,03,Benton,03017,Kennewick School District,16912,93,0.55,371,2.19,45,0.27,416,2.46,414,2.45,4659,27.55,10939,64.68,391,2.31,8827,52.19,8085,47.81,1919,11.44,2308,13.76,1868,11.14,9848,58.72,0,0,101,0.6,19,14.4,602,67.11
2013-14,Puget Sound Educational Service District 121,17,King,17415,Kent School District,27688,156,0.56,4799,17.33,647,2.34,5446,19.67,3377,12.2,5779,20.87,10459,37.77,2471,8.92,14513,52.42,13175,47.58,39,0.14,4918,17.89,2996,10.9,14399,52.39,1095,3.98,146,0.53,18,13.2,1032,68.89
2013-14,Educational Service District 101,33,Stevens,33212,Kettle Falls School District,888,16,1.8,9,1.01,3,0.34,12,1.35,6,0.68,52,5.86,773,87.05,29,3.27,460,51.8,428,48.2,0,0,0,0,123,13.7,482,53.67,44,4.9,N<10,,18,19.4,41,83.67
2013-14,Educational Service District 123,03,Benton,03052,Kiona-Benton City School District,1478,10,0.68,5,0.34,0,0,5,0.34,5,0.34,571,38.63,852,57.65,35,2.37,775,52.44,703,47.56,244,16.72,235,16.11,210,14.39,1043,71.49,12,0.82,N<10,,18,14,54,64.29
2013-14,Educational Service District 105,19,Kittitas,19403,Kittitas School District,654,2,0.31,7,1.07,0,0,7,1.07,5,0.76,137,20.95,497,75.99,6,0.92,320,48.93,334,51.07,11,1.69,49,7.55,92,14.18,308,47.46,0,0,N<10,,17,16,28,71.79
2013-14,Educational Service District 112,20,Klickitat,20402,Klickitat School District,96,3,3.13,0,0,0,0,0,0,0,0,2,2.08,83,86.46,8,8.33,48,50,48,50,0,0,0,0,16,17.2,,>95%,0,0,N<10,,10,23.7,8,80
2013-14,Educational Service District 112,06,Clark,06101,La Center School District,1612,8,0.5,16,0.99,0,0,16,0.99,9,0.56,99,6.14,1452,90.07,28,1.74,850,52.73,762,47.27,1,0.06,29,1.78,198,12.12,465,28.48,39,2.39,N<10,,22,18.1,58,79.45
2013-14,Northwest Educational Service District 189,29,Skagit,29311,La Conner School District,641,192,29.95,4,0.62,3,0.47,7,1.09,3,0.47,56,8.74,367,57.25,16,2.5,333,51.95,308,48.05,12,1.89,8,1.26,78,12.28,302,47.56,18,2.83,N<10,,12,14.1,38,73.08
2013-14,Educational Service District 101,38,Whitman,38126,LaCrosse School District,71,0,0,1,1.41,0,0,1,1.41,2,2.82,2,2.82,66,92.96,0,0,39,54.93,32,45.07,0,0,0,0,14,19.44,20,27.78,0,0,N<10,,5,14.8,10,66.67
2013-14,North Central Educational Service District 171,04,Chelan,04129,Lake Chelan School District,1398,4,0.29,4,0.29,0,0,4,0.29,0,0,746,53.36,630,45.06,14,1,750,53.65,648,46.35,97,6.96,362,25.97,142,10.19,899,64.49,35,2.51,10,0.72,17,16.4,57,68.67
2013-14,Educational Service District 113,14,Grays Harbor,14097,Lake Quinault School District,165,34,20.61,1,0.61,0,0,1,0.61,5,3.03,60,36.36,58,35.15,7,4.24,87,52.73,78,47.27,4,2.33,35,20.35,27,15.7,155,90.12,0,0,N<10,,11,12.2,7,46.67
2013-14,Northwest Educational Service District 189,31,Snohomish,31004,Lake Stevens School District,8344,48,0.58,308,3.69,38,0.46,346,4.15,151,1.81,1063,12.74,6170,73.95,566,6.78,4297,51.5,4047,48.5,7,0.08,311,3.75,1136,13.69,2506,30.21,281,3.39,43,0.52,21,13.8,285,70.37
2013-14,Puget Sound Educational Service District 121,17,King,17414,Lake Washington School District,26001,67,0.26,5179,19.92,47,0.18,5226,20.1,416,1.6,2643,10.16,15953,61.36,1696,6.52,13467,51.79,12534,48.21,2,0.01,1866,7.14,3239,12.39,3801,14.54,978,3.74,57,0.22,16,12.8,1055,66.35
2013-14,Northwest Educational Service District 189,31,Snohomish,31306,Lakewood School District,2383,35,1.47,48,2.01,12,0.5,60,2.52,46,1.93,301,12.63,1788,75.03,153,6.42,1257,52.75,1126,47.25,8,0.34,109,4.65,341,14.54,677,28.86,51,2.17,13,0.55,20,15.4,70,59.32
2013-14,Educational Service District 101,38,Whitman,38264,Lamont School District,32,0,0,0,0,0,0,0,0,0,0,4,12.5,28,87.5,0,0,13,40.63,19,59.38,0,0,0,0,2,6.45,20,64.52,1,3.23,N<10,,5,11.6,1,16.67
2013-14,Educational Service District 101,32,Spokane,32362,Liberty School District,416,5,1.2,0,0,0,0,0,0,1,0.24,21,5.05,381,91.59,8,1.92,234,56.25,182,43.75,0,0,0,0,61,14.25,180,42.06,40,9.35,N<10,,14,14.4,22,75.86
2013-14,Educational Service District 101,01,Adams,01158,Lind School District,183,1,0.55,4,2.19,0,0,4,2.19,1,0.55,52,28.42,118,64.48,7,3.83,91,49.73,92,50.27,28,14.58,24,12.5,25,13.02,121,63.02,3,1.56,N<10,,11,12.1,8,50
2013-14,Educational Service District 112,08,Cowlitz,08122,Longview School District,6807,78,1.15,118,1.73,23,0.34,141,2.07,61,0.9,1294,19.01,4722,69.37,511,7.51,3457,50.79,3350,49.21,48,0.7,378,5.55,1092,16.04,4002,58.78,81,1.19,49,0.72,19,14.4,248,68.13
2013-14,Educational Service District 101,33,Stevens,33183,Loon Lake School District,233,1,0.43,6,2.58,0,0,6,2.58,0,0,17,7.3,191,81.97,18,7.73,116,49.79,117,50.21,0,0,0,0,16,6.43,109,43.78,3,1.2,N<10,,26,11.3,2,22.22
2013-14,Northwest Educational Service District 189,28,San Juan,28144,Lopez School District,232,5,2.16,15,6.47,0,0,15,6.47,3,1.29,41,17.67,166,71.55,2,0.86,126,54.31,106,45.69,0,0,16,6.78,37,15.68,109,46.19,32,13.56,N<10,,10,11.6,17,73.91
2013-14,Educational Service District 112,20,Klickitat,20406,Lyle School District,213,21,9.86,0,0,0,0,0,0,0,0,31,14.55,148,69.48,13,6.1,123,57.75,90,42.25,5,2.31,0,0,38,17.59,79,36.57,5,2.31,N<10,,13,21.5,8,50
2013-14,Northwest Educational Service District 189,37,Whatcom,37504,Lynden School District,2842,7,0.25,71,2.5,3,0.11,74,2.6,40,1.41,631,22.2,2006,70.58,84,2.96,1456,51.23,1386,48.77,73,2.57,234,8.24,412,14.51,1018,35.85,96,3.38,23,0.81,19,15.8,102,67.11
2013-14,Educational Service District 105,39,Yakima,39120,Mabton School District,913,4,0.44,0,0,0,0,0,0,0,0,883,96.71,26,2.85,0,0,456,49.95,457,50.05,137,14.89,355,38.59,107,11.63,,>95%,7,0.76,N<10,,18,14.9,38,74.51
2013-14,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,77,6,7.79,0,0,0,0,0,0,0,0,15,19.48,56,72.73,0,0,36,46.75,41,53.25,0,0,6,7.41,17,20.99,54,66.67,0,0,N<10,,6,10.8,8,61.54
2013-14,North Central Educational Service District 171,04,Chelan,04019,Manson School District,662,8,1.21,5,0.76,0,0,5,0.76,7,1.06,455,68.73,185,27.95,2,0.3,355,53.63,307,46.37,41,6.33,240,37.04,94,14.51,516,79.63,5,0.77,N<10,,17,12.8,26,65
2013-14,Educational Service District 113,23,Mason,23311,Mary M Knight School District,198,4,2.02,0,0,0,0,0,0,1,0.51,11,5.56,180,90.91,2,1.01,110,55.56,88,44.44,0,0,0,0,24,12.9,107,57.53,0,0,N<10,,12,17.4,11,64.71
2013-14,Educational Service District 101,33,Stevens,33207,Mary Walker School District,510,53,10.39,4,0.78,5,0.98,9,1.76,5,0.98,26,5.1,381,74.71,36,7.06,273,53.53,237,46.47,0,0,0,0,80,15.59,481,93.76,7,1.36,N<10,,16,18.2,19,61.29
2013-14,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,11500,678,5.9,535,4.65,63,0.55,598,5.2,173,1.5,2321,20.18,6580,57.22,1150,10,5874,51.08,5626,48.92,170,1.5,839,7.39,1531,13.49,5421,47.77,188,1.66,194,1.71,19,14.7,382,63.67
2013-14,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,288,8,2.78,1,0.35,0,0,1,0.35,5,1.74,10,3.47,255,88.54,9,3.13,153,53.13,135,46.88,0,0,0,0,45,16.3,150,54.35,3,1.09,N<10,,16,14.8,9,50
2013-14,Educational Service District 101,32,Spokane,32354,Mead School District,9522,31,0.33,82,0.86,45,0.47,127,1.33,95,1,520,5.46,7978,83.78,771,8.1,4888,51.33,4634,48.67,1,0.01,245,2.52,1273,13.12,2927,30.16,167,1.72,94,0.97,19,16.5,387,75.59
2013-14,Educational Service District 101,32,Spokane,32326,Medical Lake School District,1899,11,0.58,25,1.32,10,0.53,35,1.84,52,2.74,180,9.48,1453,76.51,168,8.85,1025,53.98,874,46.02,0,0,13,0.68,291,15.25,676,35.43,44,2.31,13,0.68,17,14.9,76,69.72
2013-14,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,4337,12,0.28,802,18.49,11,0.25,813,18.75,61,1.41,167,3.85,3033,69.93,251,5.79,2293,52.87,2044,47.13,0,0,81,1.86,474,10.88,160,3.67,441,10.12,N<10,,18,12.4,168,71.19
2013-14,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,1790,15,0.84,74,4.13,1,0.06,75,4.19,20,1.12,276,15.42,1340,74.86,64,3.58,930,51.96,860,48.04,16,0.9,108,6.08,213,11.99,560,31.53,53,2.98,11,0.62,21,15.9,49,58.33
2013-14,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,607,3,0.49,6,0.99,1,0.16,7,1.15,1,0.16,36,5.93,544,89.62,16,2.64,317,52.22,290,47.78,0,0,4,0.65,67,10.82,297,47.98,5,0.81,N<10,,13,12.9,34,73.91
2013-14,Educational Service District 112,30,Skamania,30031,Mill A School District,24,1,4.17,0,0,1,4.17,1,4.17,0,0,2,8.33,20,83.33,0,0,11,45.83,13,54.17,0,0,0,0,1,4.35,12,52.17,0,0,N<10,,8,6.5,3,100
2013-14,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,7192,65,0.9,194,2.7,19,0.26,213,2.96,93,1.29,1276,17.74,5217,72.54,328,4.56,3655,50.82,3537,49.18,31,0.44,550,7.82,885,12.59,1907,27.13,197,2.8,28,0.4,22,13.6,239,72.64
2013-14,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,1312,25,1.91,21,1.6,4,0.3,25,1.91,0,0,127,9.68,1057,80.56,78,5.95,661,50.38,651,49.62,1,0.08,16,1.23,191,14.74,480,37.04,39,3.01,15,1.16,18,16.3,53,71.62
2013-14,Educational Service District 113,21,Lewis,21214,Morton School District,295,2,0.68,4,1.36,0,0,4,1.36,2,0.68,33,11.19,239,81.02,15,5.08,166,56.27,129,43.73,0,0,0,0,50,17.48,186,65.03,6,2.1,N<10,,16,14.7,10,55.56
2013-14,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,7986,55,0.69,78,0.98,2,0.03,80,1,107,1.34,3464,43.38,4092,51.24,186,2.33,4050,50.71,3936,49.29,303,3.78,805,10.05,993,12.4,4887,61.03,102,1.27,53,0.66,19,14.7,291,69.45
2013-14,Educational Service District 113,21,Lewis,21206,Mossyrock School District,528,10,1.89,1,0.19,3,0.57,4,0.76,1,0.19,114,21.59,399,75.57,0,0,282,53.41,246,46.59,34,6.45,59,11.2,96,18.22,322,61.10,5,0.95,N<10,,16,16.1,19,57.58
2013-14,Educational Service District 105,39,Yakima,39209,Mount Adams School District,985,529,53.71,0,0,0,0,0,0,0,0,340,34.52,47,4.77,69,7.01,495,50.25,490,49.75,49,5.05,122,12.56,150,15.45,,>95%,62,6.39,23,2.37,16,11,27,43.55
2013-14,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,1880,103,5.48,20,1.06,2,0.11,22,1.17,10,0.53,187,9.95,1457,77.5,101,5.37,967,51.44,913,48.56,20,1.05,102,5.34,372,19.47,975,51.02,26,1.36,21,1.1,16,16.1,86,74.78
2013-14,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,65,0,0,1,1.54,0,0,1,1.54,1,1.54,1,1.54,59,90.77,3,4.62,33,50.77,32,49.23,0,0,0,0,3,4.55,8,12.12,0,0,N<10,,16,3.5,3,75
2013-14,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,6426,46,0.72,114,1.77,41,0.64,155,2.41,51,0.79,3565,55.48,2463,38.33,146,2.27,3299,51.34,3127,48.66,617,9.68,1574,24.69,877,13.76,4258,66.79,127,1.99,40,0.63,17,12.2,232,61.05
2013-14,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,15136,74,0.49,2321,15.33,170,1.12,2491,16.46,824,5.44,4077,26.94,6459,42.67,1211,8,7936,52.43,7200,47.57,19,0.13,2630,17.59,2005,13.41,7498,50.14,401,2.68,68,0.45,19,14.6,513,64.21
2013-14,Educational Service District 105,39,Yakima,39003,Naches Valley School District,1371,7,0.51,7,0.51,0,0,7,0.51,4,0.29,257,18.75,1069,77.97,27,1.97,701,51.13,670,48.87,37,2.67,80,5.77,143,10.32,603,43.51,15,1.08,N<10,,18,15.2,54,71.05
2013-14,Educational Service District 113,21,Lewis,21014,Napavine School District,782,10,1.28,7,0.9,0,0,7,0.9,6,0.77,84,10.74,647,82.74,27,3.45,404,51.66,378,48.34,0,0,19,2.43,97,12.42,354,45.33,0,0,N<10,,17,16.3,31,68.89
2013-14,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,556,1,0.18,6,1.08,4,0.72,10,1.8,4,0.72,90,16.19,425,76.44,26,4.68,271,48.74,285,51.26,31,5.53,10,1.78,47,8.38,224,39.93,4,0.71,N<10,,19,15.7,21,70
2013-14,North Central Educational Service District 171,24,Okanogan,24014,Nespelem School District,142,127,89.44,0,0,0,0,0,0,0,0,5,3.52,4,2.82,6,4.23,83,58.45,59,41.55,4,2.9,0,0,23,16.67,,>95%,0,0,N<10,,14,14.5,4,40
2013-14,Educational Service District 101,26,Pend Oreille,26056,Newport School District,1039,2,0.19,4,0.38,1,0.1,5,0.48,3,0.29,48,4.62,915,88.07,66,6.35,560,53.9,479,46.1,0,0,1,0.1,171,16.6,631,61.26,19,1.84,14,1.36,16,19.1,43,68.25
2013-14,Educational Service District 101,32,Spokane,32325,Nine Mile Falls School District,1540,37,2.4,4,0.26,3,0.19,7,0.45,11,0.71,53,3.44,1356,88.05,76,4.94,791,51.36,749,48.64,0,0,0,0,247,16.34,431,28.51,16,1.06,12,0.79,16,16.9,66,68.75
2013-14,Northwest Educational Service District 189,37,Whatcom,37506,Nooksack Valley School District,1574,61,3.88,10,0.64,1,0.06,11,0.7,5,0.32,492,31.26,925,58.77,80,5.08,811,51.52,763,48.48,94,5.97,217,13.78,334,21.21,838,53.21,68,4.32,25,1.59,16,15,63,63.64
2013-14,Educational Service District 113,14,Grays Harbor,14064,North Beach School District,639,81,12.68,10,1.56,1,0.16,11,1.72,18,2.82,45,7.04,448,70.11,36,5.63,345,53.99,294,46.01,3,0.47,0,0,126,19.53,468,72.56,21,3.26,14,2.17,16,15.1,14,35.9
2013-14,Educational Service District 123,11,Franklin,11051,North Franklin School District,2093,3,0.14,20,0.96,1,0.05,21,1,8,0.38,1453,69.42,586,28,22,1.05,1101,52.6,992,47.4,566,27.32,730,35.23,286,13.8,1576,76.06,29,1.4,N<10,,17,11.5,72,59.5
2013-14,Olympic Educational Service District 114,18,Kitsap,18400,North Kitsap School District,6278,289,4.6,202,3.22,20,0.32,222,3.54,52,0.83,684,10.9,4349,69.27,682,10.86,3190,50.81,3088,49.19,43,0.69,179,2.88,969,15.56,2143,34.42,116,1.86,62,1,20,17.2,221,70.83
2013-14,Olympic Educational Service District 114,23,Mason,23403,North Mason School District,2130,17,0.8,22,1.03,10,0.47,32,1.5,21,0.99,334,15.68,1563,73.38,163,7.65,1103,51.78,1027,48.22,0,0,37,1.74,341,16.01,1108,52.02,50,2.35,15,0.7,17,15.4,86,68.25
2013-14,Educational Service District 113,25,Pacific,25200,North River School District,51,0,0,0,0,0,0,0,0,1,1.96,12,23.53,38,74.51,0,0,25,49.02,26,50.98,0,0,0,0,9,18.75,32,66.67,0,0,N<10,,5,12,4,40
2013-14,Educational Service District 113,34,Thurston,34003,North Thurston Public Schools,14657,300,2.05,1089,7.43,295,2.01,1384,9.44,822,5.61,2581,17.61,7779,53.07,1787,12.19,7661,52.27,6996,47.73,6,0.04,630,4.29,1874,12.76,6264,42.65,495,3.37,102,0.69,18,14.2,564,69.72
2013-14,Educational Service District 101,33,Stevens,33211,Northport School District,240,3,1.25,5,2.08,0,0,5,2.08,0,0,17,7.08,211,87.92,4,1.67,117,48.75,123,51.25,0,0,0,0,26,10.97,144,60.76,3,1.27,N<10,,13,14.9,9,50
2013-14,Puget Sound Educational Service District 121,17,King,17417,Northshore School District,20642,94,0.46,2859,13.85,74,0.36,2933,14.21,371,1.8,2578,12.49,13140,63.66,1526,7.39,10620,51.45,10022,48.55,7,0.03,1209,5.85,2774,13.43,3578,17.32,977,4.73,63,0.31,18,14.8,811,71.45
2013-14,Northwest Educational Service District 189,15,Island,15201,Oak Harbor School District,5539,33,0.6,495,8.94,54,0.97,549,9.91,311,5.61,723,13.05,3505,63.28,418,7.55,2873,51.87,2666,48.13,15,0.27,152,2.73,839,15.05,2253,40.41,140,2.51,34,0.61,19,14.4,188,65.51
2013-14,Educational Service District 101,38,Whitman,38324,Oakesdale School District,107,0,0,0,0,1,0.93,1,0.93,0,0,4,3.74,102,95.33,0,0,53,49.53,54,50.47,0,0,0,0,14,13.08,38,35.51,0,0,N<10,,8,17.5,7,53.85
2013-14,Educational Service District 113,14,Grays Harbor,14400,Oakville School District,259,91,35.14,1,0.39,2,0.77,3,1.16,4,1.54,26,10.04,131,50.58,3,1.16,129,49.81,130,50.19,0,0,0,0,44,17.74,195,78.63,0,0,N<10,,12,8.4,13,59.09
2013-14,Educational Service District 112,25,Pacific,25101,Ocean Beach School District,895,15,1.68,8,0.89,0,0,8,0.89,0,0,145,16.2,668,74.64,59,6.59,475,53.07,420,46.93,63,7.1,44,4.96,176,19.84,563,63.47,23,2.59,N<10,,18,15.2,34,66.67
2013-14,Educational Service District 113,14,Grays Harbor,14172,Ocosta School District,658,32,4.86,6,0.91,0,0,6,0.91,1,0.15,127,19.3,428,65.05,64,9.73,330,50.15,328,49.85,79,12.21,56,8.66,105,16.23,459,70.94,4,0.62,N<10,,16,16.7,27,64.29
2013-14,Educational Service District 101,22,Lincoln,22105,Odessa School District,216,6,2.78,0,0,0,0,0,0,1,0.46,17,7.87,190,87.96,2,0.93,120,55.56,96,44.44,0,0,0,0,32,14.61,87,39.73,16,7.31,N<10,,12,20.2,16,88.89
2013-14,North Central Educational Service District 171,24,Okanogan,24105,Okanogan School District,1083,113,10.43,4,0.37,0,0,4,0.37,6,0.55,256,23.64,645,59.56,59,5.45,544,50.23,539,49.77,23,2.06,91,8.17,154,13.82,659,59.16,3,0.27,19,1.71,17,16.5,46,74.19
2013-14,Educational Service District 113,34,Thurston,34111,Olympia School District,9268,55,0.59,693,7.48,35,0.38,728,7.85,204,2.2,932,10.06,6511,70.25,838,9.04,4787,51.65,4481,48.35,0,0,197,2.13,1240,13.4,2699,29.16,217,2.34,46,0.5,18,15.9,386,73.52
2013-14,North Central Educational Service District 171,24,Okanogan,24019,Omak School District,5240,532,10.15,165,3.15,34,0.65,199,3.8,185,3.53,632,12.06,3439,65.63,253,4.83,2595,49.52,2645,50.48,8,0.16,117,2.27,680,13.18,1893,36.69,170,3.29,38,0.74,25,13.4,148,69.48
2013-14,Educational Service District 113,21,Lewis,21300,Onalaska School District,752,10,1.33,3,0.4,0,0,3,0.4,2,0.27,81,10.77,631,83.91,25,3.32,367,48.8,385,51.2,0,0,25,3.35,86,11.53,426,57.10,0,0,N<10,,18,16.6,29,70.73
2013-14,Educational Service District 101,33,Stevens,33030,Onion Creek School District,35,0,0,1,2.86,0,0,1,2.86,0,0,1,2.86,32,91.43,1,2.86,18,51.43,17,48.57,0,0,0,0,7,17.95,32,82.05,0,0,N<10,,7,16.1,4,80
2013-14,Northwest Educational Service District 189,28,San Juan,28137,Orcas Island School District,850,7,0.82,25,2.94,4,0.47,29,3.41,17,2,53,6.24,726,85.41,18,2.12,416,48.94,434,51.06,0,0,27,3.2,61,7.22,224,26.51,7,0.83,N<10,,16,13.8,31,57.41
2013-14,Educational Service District 101,32,Spokane,32123,Orchard Prairie School District,80,0,0,0,0,0,0,0,0,1,1.25,5,6.25,74,92.5,0,0,40,50,40,50,0,0,0,0,7,8.86,0,0.00,0,0,N<10,,11,17.8,4,57.14
2013-14,Educational Service District 101,10,Ferry,10065,Orient School District,116,1,0.86,4,3.45,0,0,4,3.45,0,0,5,4.31,102,87.93,4,3.45,56,48.28,60,51.72,0,0,0,0,17,15.74,28,25.93,0,0,N<10,,23,15.2,5,100
2013-14,North Central Educational Service District 171,09,Douglas,09013,Orondo School District,161,0,0,0,0,0,0,0,0,0,0,149,92.55,12,7.45,0,0,78,48.45,83,51.55,50,30.12,105,63.25,27,16.27,,>95%,0,0,N<10,,12,14,11,78.57
2013-14,North Central Educational Service District 171,24,Okanogan,24410,Oroville School District,595,16,2.69,6,1.01,2,0.34,8,1.34,1,0.17,219,36.81,342,57.48,9,1.51,321,53.95,274,46.05,19,3.31,86,14.98,88,15.33,401,69.86,9,1.57,N<10,,15,17,21,52.5
2013-14,Puget Sound Educational Service District 121,27,Pierce,27344,Orting School District,2370,10,0.42,21,0.89,2,0.08,23,0.97,20,0.84,273,11.52,1865,78.69,179,7.55,1230,51.9,1140,48.1,0,0,43,1.8,307,12.88,872,36.59,88,3.69,13,0.55,19,13.2,73,59.35
2013-14,Educational Service District 123,01,Adams,01147,Othello School District,3975,0,0,11,0.28,0,0,11,0.28,5,0.13,3484,87.65,452,11.37,23,0.58,2062,51.87,1913,48.13,416,10.6,1508,38.44,496,12.64,3130,79.79,50,1.27,10,0.25,19,9.4,115,55.29
2013-14,North Central Educational Service District 171,09,Douglas,09102,Palisades School District,23,0,0,0,0,0,0,0,0,0,0,17,73.91,6,26.09,0,0,8,34.78,15,65.22,5,18.52,11,40.74,2,7.41,21,77.78,0,0,N<10,,12,7.4,0,
2013-14,Educational Service District 101,38,Whitman,38301,Palouse School District,197,1,0.51,0,0,0,0,0,0,1,0.51,25,12.69,159,80.71,11,5.58,105,53.3,92,46.7,0,0,0,0,41,19.9,75,36.41,4,1.94,N<10,,12,20.1,10,62.5
2013-14,Educational Service District 123,11,Franklin,11001,Pasco School District,16726,19,0.11,191,1.14,30,0.18,221,1.32,350,2.09,11513,68.83,4273,25.55,350,2.09,8544,51.08,8182,48.92,1214,7.32,5849,35.27,2224,13.41,12467,75.18,168,1.01,76,0.46,17,11.6,669,67.03
2013-14,North Central Educational Service District 171,24,Okanogan,24122,Pateros School District,300,1,0.33,1,0.33,0,0,1,0.33,0,0,168,56,114,38,16,5.33,152,50.67,148,49.33,28,9.62,11,3.78,32,11,210,72.16,0,0,N<10,,14,17,15,68.18
2013-14,Educational Service District 123,03,Benton,03050,Paterson School District,104,0,0,0,0,1,0.96,1,0.96,0,0,45,43.27,58,55.77,0,0,56,53.85,48,46.15,26,22.22,36,30.77,7,5.98,,>95%,0,0,N<10,,10,14.4,6,60
2013-14,Educational Service District 113,21,Lewis,21301,Pe Ell School District,285,3,1.05,0,0,1,0.35,1,0.35,0,0,12,4.21,256,89.82,13,4.56,146,51.23,139,48.77,0,0,0,0,49,17.19,188,65.96,0,0,N<10,,15,15,17,89.47
