SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2011-12,Olympic Educational Service District 114,05,Clallam,05121,Port Angeles School District,3802,165,4.34,53,1.39,2,0.05,55,1.45,42,1.1,245,6.44,2905,76.41,390,10.26,1925,50.63,1877,49.37,0,0,26,0.69,493,13.09,1897,50.39,67,1.78,3,0.08,17,15,155,69.51
2011-12,Olympic Educational Service District 114,16,Jefferson,16050,Port Townsend School District,1331,18,1.35,41,3.08,6,0.45,47,3.53,23,1.73,81,6.09,1107,83.17,54,4.06,669,50.26,662,49.74,0,0,15,1.13,213,16,611,45.91,21,1.58,0,0,17,15.1,54,69.23
2011-12,Educational Service District 123,36,Walla Walla,36402,Prescott School District,342,0,0,0,0,0,0,0,0,5,1.46,265,77.49,71,20.76,1,0.29,187,54.68,155,45.32,0,0,107,29.72,32,8.89,274,76.11,2,0.56,0,0,14,9.7,11,45.83
2011-12,Educational Service District 123,03,Benton,03116,Prosser School District,2861,9,0.31,31,1.08,2,0.07,33,1.15,15,0.52,1638,57.25,1114,38.94,52,1.82,1474,51.52,1387,48.48,582,20.68,530,18.83,404,14.36,1765,62.72,35,1.24,0,0,17,14.2,115,69.28
2011-12,Educational Service District 101,38,Whitman,38267,Pullman School District,2482,17,0.68,232,9.35,5,0.2,237,9.55,67,2.7,228,9.19,1773,71.43,160,6.45,1293,52.1,1189,47.9,0,0,108,4.31,284,11.33,748,29.84,65,2.59,4,0.16,19,11.2,90,69.23
2011-12,Puget Sound Educational Service District 121,27,Pierce,27003,Puyallup School District,20516,203,0.99,970,4.73,259,1.26,1229,5.99,786,3.83,2632,12.83,13473,65.67,2193,10.69,10497,51.16,10019,48.84,0,0,629,3.09,2603,12.77,7358,36.1,886,4.35,73,0.36,20,12.7,732,71.28
2011-12,Olympic Educational Service District 114,16,Jefferson,16020,Queets-Clearwater School District,26,22,84.62,0,0,0,0,0,0,0,0,1,3.85,3,11.54,0,0,12,46.15,14,53.85,0,0,0,0,8,29.63,24,88.89,0,0,3,11.11,7,11.3,2,50
2011-12,Olympic Educational Service District 114,16,Jefferson,16048,Quilcene School District,301,1,0.33,11,3.65,0,0,11,3.65,1,0.33,12,3.99,265,88.04,11,3.65,161,53.49,140,46.51,0,0,0,0,27,8.77,104,33.77,3,0.97,0,0,14,11.1,16,72.73
2011-12,Olympic Educational Service District 114,05,Clallam,05402,Quillayute Valley School District,3207,184,5.74,68,2.12,25,0.78,93,2.9,112,3.49,552,17.21,2115,65.95,151,4.71,1426,44.47,1781,55.53,44,1.48,84,2.83,396,13.36,665,22.44,26,0.88,3,0.1,43,11.6,46,61.33
2011-12,North Central Educational Service District 171,13,Grant,13144,Quincy School District,2631,3,0.11,4,0.15,0,0,4,0.15,3,0.11,2230,84.76,384,14.6,7,0.27,1369,52.03,1262,47.97,482,18.36,884,33.68,291,11.09,2178,82.97,39,1.49,0,0,15,10.3,116,64.09
2011-12,Educational Service District 113,34,Thurston,34307,Rainier School District,834,12,1.44,8,0.96,0,0,8,0.96,14,1.68,62,7.43,694,83.21,44,5.28,444,53.24,390,46.76,4,0.48,0,0,99,11.8,411,48.99,33,3.93,0,0,19,13.2,35,79.55
2011-12,Educational Service District 113,25,Pacific,25116,Raymond School District,852,26,3.05,41,4.81,1,0.12,42,4.93,9,1.06,132,15.49,636,74.65,7,0.82,432,50.7,420,49.3,3,0.35,57,6.63,89,10.35,428,49.77,0,0,7,0.81,19,14.8,26,57.78
2011-12,Educational Service District 101,22,Lincoln,22009,Reardan-Edwall School District,638,24,3.76,1,0.16,0,0,1,0.16,3,0.47,21,3.29,561,87.93,28,4.39,317,49.69,321,50.31,0,0,26,4.11,68,10.76,251,39.72,49,7.75,0,0,19,11.9,22,64.71
2011-12,Puget Sound Educational Service District 121,17,King,17403,Renton School District,14591,119,0.82,3623,24.83,102,0.7,3725,25.53,2720,18.64,2874,19.7,4534,31.07,619,4.24,7606,52.13,6985,47.87,0,0,2099,14.43,2032,13.97,7915,54.43,191,1.31,0,0,19,11.8,529,69.79
2011-12,Educational Service District 101,10,Ferry,10309,Republic School District,359,5,1.39,6,1.67,0,0,6,1.67,0,0,14,3.9,307,85.52,27,7.52,193,53.76,166,46.24,0,0,0,0,41,11.58,206,58.19,40,11.3,0,0,13,9.4,17,62.96
2011-12,Educational Service District 123,03,Benton,03400,Richland School District,11639,107,0.92,471,4.05,26,0.22,497,4.27,280,2.41,1320,11.34,9220,79.22,215,1.85,5970,51.29,5669,48.71,0,0,306,2.63,1245,10.71,3585,30.85,86,0.74,16,0.14,21,12.1,378,69.23
2011-12,Educational Service District 112,06,Clark,06122,Ridgefield School District,2220,8,0.36,42,1.89,11,0.5,53,2.39,21,0.95,199,8.96,1855,83.56,84,3.78,1110,50,1110,50,0,0,53,2.43,255,11.71,730,33.52,60,2.75,7,0.32,21,12.5,86,81.13
2011-12,Educational Service District 101,01,Adams,01160,Ritzville School District,348,6,1.72,5,1.44,0,0,5,1.44,2,0.57,29,8.33,306,87.93,0,0,177,50.86,171,49.14,0,0,0,0,35,10.42,124,36.9,8,2.38,0,0,15,13,17,73.91
2011-12,Educational Service District 101,32,Spokane,32416,Riverside School District,1548,39,2.52,7,0.45,2,0.13,9,0.58,11,0.71,37,2.39,1441,93.09,11,0.71,832,53.75,716,46.25,0,0,6,0.4,269,17.97,799,53.37,0,0,0,0,19,14.8,60,72.29
2011-12,Puget Sound Educational Service District 121,17,King,17407,Riverview School District,3240,35,1.08,89,2.75,9,0.28,98,3.02,25,0.77,336,10.37,2642,81.54,104,3.21,1589,49.04,1651,50.96,14,0.43,57,1.76,326,10.07,617,19.05,64,1.98,18,0.56,21,12.7,106,67.09
2011-12,Educational Service District 113,34,Thurston,34401,Rochester School District,2171,54,2.49,16,0.74,5,0.23,21,0.97,20,0.92,401,18.47,1562,71.95,113,5.2,1121,51.64,1050,48.36,0,0,99,4.61,310,14.43,1125,52.37,62,2.89,0,0,20,11.9,78,70.27
2011-12,Educational Service District 112,20,Klickitat,20403,Roosevelt School District,33,0,0,0,0,0,0,0,0,0,0,31,93.94,2,6.06,0,0,14,42.42,19,57.58,9,34.62,8,30.77,0,0,0,0,0,0,0,0,17,12.2,2,100
2011-12,Educational Service District 101,38,Whitman,38320,Rosalia School District,212,6,2.83,4,1.89,0,0,4,1.89,1,0.47,9,4.25,187,88.21,5,2.36,111,52.36,101,47.64,0,0,0,0,21,10.1,124,59.62,1,0.48,0,0,10,14.8,19,90.48
2011-12,Educational Service District 105,13,Grant,13160,Royal School District,1581,4,0.25,9,0.57,0,0,9,0.57,1,0.06,1277,80.77,286,18.09,4,0.25,816,51.61,765,48.39,174,11.18,619,39.76,168,10.79,1553,99.74,38,2.44,0,0,20,13.5,53,66.25
2011-12,Northwest Educational Service District 189,28,San Juan,28149,San Juan Island School District,861,5,0.58,14,1.63,0,0,14,1.63,4,0.46,125,14.52,672,78.05,41,4.76,437,50.75,424,49.25,0,0,45,5.23,125,14.53,339,39.42,5,0.58,0,0,15,11,41,73.21
2011-12,Educational Service District 113,14,Grays Harbor,14104,Satsop School District,52,0,0,1,1.92,0,0,1,1.92,1,1.92,8,15.38,42,80.77,0,0,25,48.08,27,51.92,0,0,0,0,13,25,12,23.08,0,0,0,0,7,16.9,3,42.86
2011-12,Puget Sound Educational Service District 121,17,King,17001,Seattle Public Schools,49266,572,1.16,9070,18.41,279,0.57,9349,18.98,9131,18.53,6077,12.34,21325,43.29,2812,5.71,25323,51.4,23943,48.6,274,0.56,4924,10.01,7104,14.44,21271,43.25,781,1.59,110,0.22,18,11.1,1829,65.89
2011-12,Northwest Educational Service District 189,,,29101,Sedro-Woolley School District,4271,102,2.39,47,1.1,7,0.16,54,1.26,46,1.08,712,16.67,3215,75.28,142,3.32,2229,52.19,2042,47.81,69,1.63,207,4.9,645,15.28,2215,52.48,55,1.3,7,0.17,18,12.2,178,73.86
2011-12,Educational Service District 105,39,Yakima,39119,Selah School District,3397,24,0.71,11,0.32,5,0.15,16,0.47,12,0.35,817,24.05,2448,72.06,80,2.36,1752,51.57,1645,48.43,0,0,205,6.04,444,13.09,1521,44.83,20,0.59,0,0,18,12.9,128,67.72
2011-12,Educational Service District 101,26,Pend Oreille,26070,Selkirk School District,257,2,0.78,4,1.56,0,0,4,1.56,3,1.17,23,8.95,213,82.88,12,4.67,129,50.19,128,49.81,0,0,0,0,41,16.21,146,57.71,0,0,0,0,12,14.6,16,76.19
2011-12,Olympic Educational Service District 114,05,Clallam,05323,Sequim School District,2867,68,2.37,49,1.71,3,0.1,52,1.81,24,0.84,284,9.91,2223,77.54,216,7.53,1480,51.62,1387,48.38,18,0.63,39,1.36,390,13.6,1331,46.42,40,1.4,0,0,19,13.1,95,63.33
2011-12,Northwest Educational Service District 189,28,San Juan,28010,Shaw Island School District,21,0,0,1,4.76,0,0,1,4.76,0,0,0,0,20,95.24,0,0,10,47.62,11,52.38,0,0,0,0,3,14.29,0,0,0,0,0,0,11,16.2,1,50
2011-12,Educational Service District 113,,,23309,Shelton School District,4168,161,3.86,24,0.58,12,0.29,36,0.86,30,0.72,939,22.53,2776,66.6,226,5.42,2170,52.06,1998,47.94,77,1.84,336,8.04,736,17.62,2675,64.03,68,1.63,0,0,15,13,168,61.31
2011-12,Puget Sound Educational Service District 121,17,King,17412,Shoreline School District,8813,52,0.59,1334,15.14,31,0.35,1365,15.49,574,6.51,1000,11.35,4879,55.36,943,10.7,4569,51.84,4244,48.16,0,0,624,7.1,1105,12.57,2457,27.94,495,5.63,32,0.36,17,13.2,359,70.67
2011-12,Educational Service District 112,30,Skamania,30002,Skamania School District,63,0,0,1,1.59,0,0,1,1.59,0,0,4,6.35,56,88.89,2,3.17,36,57.14,27,42.86,0,0,0,0,9,13.64,40,60.61,0,0,0,0,13,18,3,60
2011-12,Puget Sound Educational Service District 121,17,King,17404,Skykomish School District,46,0,0,2,4.35,0,0,2,4.35,0,0,7,15.22,37,80.43,0,0,23,50,23,50,0,0,0,0,12,29.27,36,87.8,0,0,0,0,4,13,8,72.73
2011-12,Northwest Educational Service District 189,31,Snohomish,31201,Snohomish School District,9998,71,0.71,413,4.13,11,0.11,424,4.24,112,1.12,812,8.12,8088,80.9,491,4.91,5160,51.61,4838,48.39,0,0,254,2.53,1442,14.37,2310,23.01,160,1.59,0,0,21,12.4,318,66.39
2011-12,Puget Sound Educational Service District 121,17,King,17410,Snoqualmie Valley School District,6231,45,0.72,275,4.41,18,0.29,293,4.7,54,0.87,302,4.85,5368,86.15,169,2.71,3239,51.98,2992,48.02,0,0,105,1.7,687,11.11,883,14.28,155,2.51,1,0.02,18,13,236,67.82
2011-12,North Central Educational Service District 171,13,Grant,13156,Soap Lake School District,439,3,0.68,4,0.91,0,0,4,0.91,6,1.37,119,27.11,305,69.48,2,0.46,212,48.29,227,51.71,7,1.49,81,17.23,59,12.55,363,77.23,5,1.06,0,0,14,9.1,18,56.25
2011-12,Educational Service District 113,25,Pacific,25118,South Bend School District,551,23,4.17,17,3.09,1,0.18,18,3.27,1,0.18,171,31.03,252,45.74,86,15.61,281,51,270,49,20,3.69,73,13.47,81,14.94,352,64.94,2,0.37,0,0,15,12.7,24,63.16
2011-12,Olympic Educational Service District 114,18,Kitsap,18402,South Kitsap School District,9742,129,1.32,329,3.38,147,1.51,476,4.89,150,1.54,985,10.11,7009,71.95,993,10.19,5125,52.61,4617,47.39,0,0,76,0.78,1348,13.91,3733,38.52,143,1.48,0,0,18,12.9,372,68.89
2011-12,Northwest Educational Service District 189,15,Island,15206,South Whidbey School District,1576,14,0.89,47,2.98,3,0.19,50,3.17,24,1.52,63,4,1397,88.64,28,1.78,790,50.13,786,49.87,0,0,10,0.63,215,13.61,423,26.77,19,1.2,0,0,17,15.6,61,65.59
2011-12,Educational Service District 113,23,Mason,23042,Southside School District,220,2,0.91,6,2.73,1,0.45,7,3.18,0,0,17,7.73,168,76.36,26,11.82,116,52.73,104,47.27,0,0,3,1.47,25,12.25,80,39.22,1,0.49,0,0,20,10.1,6,54.55
2011-12,Educational Service District 101,,,32081,Spokane School District,29021,656,2.26,796,2.74,415,1.43,1211,4.17,803,2.77,2157,7.43,21458,73.94,2736,9.43,14870,51.24,14151,48.76,0,0,1265,4.41,4338,15.13,16272,56.75,469,1.64,114,0.4,17,12.7,1281,74.43
2011-12,Educational Service District 101,,,22008,Sprague School District,77,0,0,0,0,0,0,0,0,1,1.3,3,3.9,69,89.61,4,5.19,37,48.05,40,51.95,0,0,0,0,11,14.29,49,63.64,0,0,0,0,6,10.8,7,58.33
2011-12,Educational Service District 101,38,Whitman,38322,St. John School District,162,0,0,5,3.09,0,0,5,3.09,1,0.62,7,4.32,140,86.42,9,5.56,81,50,81,50,0,0,0,0,20,12.2,56,34.15,0,0,0,0,11,15.1,8,53.33
2011-12,Northwest Educational Service District 189,31,Snohomish,31401,Stanwood-Camano School District,4886,38,0.78,51,1.04,10,0.2,61,1.25,52,1.06,393,8.04,4158,85.1,184,3.77,2494,51.04,2392,48.96,0,0,81,1.66,671,13.77,1444,29.63,137,2.81,11,0.23,19,11.8,213,83.53
2011-12,Educational Service District 123,11,Franklin,11054,Star School District,11,0,0,0,0,0,0,0,0,0,0,2,18.18,9,81.82,0,0,8,72.73,3,27.27,0,0,0,0,0,0,0,0,0,0,0,0,6,19.9,0,
2011-12,Educational Service District 123,07,Columbia,07035,Starbuck School District,26,0,0,0,0,0,0,0,0,0,0,1,3.85,25,96.15,0,0,16,61.54,10,38.46,0,0,0,0,2,7.41,0,0,0,0,0,0,9,5,2,66.67
2011-12,North Central Educational Service District 171,04,Chelan,04069,Stehekin School District,16,0,0,0,0,0,0,0,0,0,0,0,0,16,100,0,0,10,62.5,6,37.5,0,0,0,0,0,0,0,0,0,0,0,0,16,31.5,1,100
2011-12,Puget Sound Educational Service District 121,27,Pierce,27001,Steilacoom Hist. School District,4357,22,0.5,283,6.5,60,1.38,343,7.87,260,5.97,422,9.69,3009,69.06,301,6.91,2236,51.32,2121,48.68,0,0,16,0.38,442,10.44,911,21.52,62,1.46,0,0,22,11.8,146,73.37
2011-12,Educational Service District 101,38,Whitman,38304,Steptoe School District,31,2,6.45,0,0,0,0,0,0,0,0,0,0,29,93.55,0,0,20,64.52,11,35.48,0,0,0,0,6,19.35,0,0,0,0,0,0,8,10,2,50
2011-12,Educational Service District 112,30,Skamania,30303,Stevenson-Carson School District,1120,20,1.79,6,0.54,1,0.09,7,0.63,10,0.89,122,10.89,909,81.16,52,4.64,571,50.98,549,49.02,0,0,28,2.55,168,15.27,540,49.09,21,1.91,3,0.27,19,14.2,50,84.75
2011-12,Northwest Educational Service District 189,31,Snohomish,31311,Sultan School District,2147,32,1.49,25,1.16,2,0.09,27,1.26,16,0.75,301,14.02,1755,81.74,16,0.75,1119,52.12,1028,47.88,19,0.88,106,4.93,278,12.94,920,42.83,7,0.33,13,0.61,21,12.9,68,67.33
2011-12,Educational Service District 101,33,Stevens,33202,Summit Valley School District,128,4,3.13,1,0.78,0,0,1,0.78,2,1.56,3,2.34,115,89.84,3,2.34,71,55.47,57,44.53,0,0,0,0,14,10.22,58,42.34,0,0,0,0,13,13,4,40
2011-12,Puget Sound Educational Service District 121,,,27320,Sumner School District,8372,99,1.18,169,2.02,32,0.38,201,2.4,95,1.13,947,11.31,6459,77.15,571,6.82,4304,51.41,4068,48.59,0,0,264,3.15,1194,14.25,2970,35.44,228,2.72,8,0.1,19,11.6,295,68.6
2011-12,Educational Service District 105,39,Yakima,39201,Sunnyside School District,6357,14,0.22,18,0.28,1,0.02,19,0.3,7,0.11,5789,91.06,525,8.26,3,0.05,3272,51.47,3085,48.53,1193,18.72,1914,30.03,815,12.79,5470,85.83,60,0.94,2,0.03,18,11.1,213,60.68
2011-12,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,28988,365,1.26,2864,9.88,534,1.84,3398,11.72,4970,17.15,4555,15.71,12883,44.44,2815,9.71,14766,50.94,14222,49.06,1,0,1118,3.92,4079,14.3,18223,63.88,338,1.18,0,0,16,12.9,1086,60
2011-12,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,194,137,70.62,0,0,0,0,0,0,0,0,26,13.4,1,0.52,30,15.46,102,52.58,92,47.42,0,0,0,0,40,21.62,141,76.22,0,0,0,0,9,8.4,11,50
2011-12,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,7520,41,0.55,276,3.67,32,0.43,308,4.1,160,2.13,578,7.69,5965,79.32,468,6.22,3843,51.1,3677,48.9,0,0,112,1.48,859,11.35,1212,16.01,236,3.12,2,0.03,19,11.6,280,71.25
2011-12,Educational Service District 101,38,Whitman,38265,Tekoa School District,205,29,14.15,0,0,0,0,0,0,0,0,15,7.32,160,78.05,1,0.49,103,50.24,102,49.76,0,0,0,0,43,22.16,118,60.82,0,0,0,0,10,16.6,16,76.19
2011-12,Educational Service District 113,34,Thurston,34402,Tenino School District,1288,10,0.78,1,0.08,5,0.39,6,0.47,16,1.24,67,5.2,1184,91.93,5,0.39,681,52.87,607,47.13,0,0,7,0.56,194,15.45,622,49.52,29,2.31,0,0,20,14.6,47,73.44
2011-12,Educational Service District 105,19,Kittitas,19400,Thorp School District,130,1,0.77,2,1.54,0,0,2,1.54,3,2.31,3,2.31,119,91.54,2,1.54,60,46.15,70,53.85,0,0,0,0,23,17.42,67,50.76,0,0,0,0,7,12.7,12,66.67
2011-12,Educational Service District 113,21,Lewis,21237,Toledo School District,811,6,0.74,4,0.49,2,0.25,6,0.74,6,0.74,85,10.48,662,81.63,46,5.67,419,51.66,392,48.34,0,0,23,2.75,160,19.14,451,53.95,10,1.2,0,0,18,12.6,41,91.11
2011-12,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,1108,5,0.45,5,0.45,0,0,5,0.45,10,0.9,396,35.74,668,60.29,24,2.17,583,52.62,525,47.38,74,6.83,153,14.11,133,12.27,722,66.61,2,0.18,0,0,17,11.9,41,61.19
2011-12,Educational Service District 105,39,Yakima,39202,Toppenish School District,3627,462,12.74,5,0.14,0,0,5,0.14,2,0.06,2888,79.63,238,6.56,31,0.85,1873,51.64,1754,48.36,591,16.3,1056,29.12,470,12.96,3587,98.92,26,0.72,21,0.58,20,10.6,95,52.2
2011-12,Educational Service District 123,36,Walla Walla,36300,Touchet School District,259,2,0.77,0,0,0,0,0,0,1,0.39,102,39.38,146,56.37,8,3.09,131,50.58,128,49.42,3,1.15,27,10.38,27,10.38,138,53.08,1,0.38,0,0,12,15,13,61.9
2011-12,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,628,18,2.87,17,2.71,0,0,17,2.71,6,0.96,37,5.89,540,85.99,10,1.59,326,51.91,302,48.09,0,0,0,0,87,14.22,233,38.07,12,1.96,0,0,18,17.7,24,70.59
2011-12,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,214,1,0.47,4,1.87,0,0,4,1.87,0,0,29,13.55,170,79.44,10,4.67,109,50.93,105,49.07,0,0,0,0,35,16.99,0,0,0,0,1,0.49,15,13.9,9,64.29
2011-12,Puget Sound Educational Service District 121,17,King,17406,Tukwila School District,2956,24,0.81,802,27.13,114,3.86,916,30.99,536,18.13,774,26.18,543,18.37,163,5.51,1531,51.79,1425,48.21,0,0,1037,35.72,269,9.27,2242,77.23,12,0.41,0,0,18,9.1,112,69.57
2011-12,Educational Service District 113,34,Thurston,34033,Tumwater School District,6196,64,1.03,177,2.86,32,0.52,209,3.37,116,1.87,558,9.01,4809,77.61,439,7.09,3226,52.07,2970,47.93,0,0,91,1.45,862,13.74,1998,31.85,94,1.5,3,0.05,17,13,233,64.9
2011-12,Educational Service District 105,39,Yakima,39002,Union Gap School District,618,14,2.27,2,0.32,0,0,2,0.32,1,0.16,433,70.06,149,24.11,19,3.07,306,49.51,312,50.49,58,9.28,167,26.72,86,13.76,526,84.16,0,0,0,0,17,15.1,19,51.35
2011-12,Puget Sound Educational Service District 121,27,Pierce,27083,University Place School District,5609,32,0.57,525,9.36,46,0.82,571,10.18,504,8.99,648,11.55,3042,54.23,812,14.48,2841,50.65,2768,49.35,0,0,164,2.96,692,12.47,2049,36.93,141,2.54,0,0,19,13.4,200,66.45
2011-12,Educational Service District 101,33,Stevens,33070,Valley School District,1402,6,0.43,18,1.28,2,0.14,20,1.43,5,0.36,80,5.71,1233,87.95,58,4.14,713,50.86,689,49.14,0,0,0,0,111,7.29,195,12.8,0,0,0,0,28,7.7,32,64
2011-12,Educational Service District 112,06,Clark,06037,Vancouver School District,22744,186,0.82,827,3.64,405,1.78,1232,5.42,793,3.49,4390,19.3,14929,65.64,1214,5.34,11636,51.16,11108,48.84,34,0.15,1928,8.61,2854,12.75,11798,52.7,336,1.5,0,0,20,11.1,826,74.35
2011-12,Puget Sound Educational Service District 121,17,King,17402,Vashon Island School District,1549,14,0.9,46,2.97,1,0.06,47,3.03,20,1.29,123,7.94,1237,79.86,108,6.97,803,51.84,746,48.16,0,0,32,2.07,184,11.89,327,21.14,59,3.81,0,0,18,13.9,56,65.12
2011-12,Educational Service District 112,35,Wahkiakum,35200,Wahkiakum School District,461,4,0.87,5,1.08,1,0.22,6,1.3,11,2.39,28,6.07,400,86.77,12,2.6,231,50.11,230,49.89,21,4.56,15,3.25,95,20.61,244,52.93,15,3.25,13,2.82,18,11.7,20,76.92
2011-12,Educational Service District 105,13,Grant,13073,Wahluke School District,2160,13,0.6,0,0,0,0,0,0,0,0,2041,94.49,101,4.68,5,0.23,1100,50.93,1060,49.07,527,25.43,1184,57.14,237,11.44,1844,89,23,1.11,0,0,17,7.4,58,46.77
2011-12,Educational Service District 123,36,Walla Walla,36401,Waitsburg School District,326,2,0.61,2,0.61,1,0.31,3,0.92,2,0.61,22,6.75,277,84.97,20,6.13,173,53.07,153,46.93,0,0,0,0,42,13.25,126,39.75,0,0,6,1.89,13,15.5,16,64
2011-12,Educational Service District 123,36,Walla Walla,36140,Walla Walla Public Schools,6344,21,0.33,75,1.18,10,0.16,85,1.34,68,1.07,2272,35.81,3729,58.78,169,2.66,3170,49.97,3174,50.03,71,1.12,755,11.88,819,12.89,3239,50.98,69,1.09,0,0,18,13.2,266,74.93
2011-12,Educational Service District 105,39,Yakima,39207,Wapato School District,3413,662,19.4,51,1.49,1,0.03,52,1.52,4,0.12,2459,72.05,134,3.93,102,2.99,1708,50.04,1705,49.96,948,28.37,839,25.11,405,12.12,3170,94.88,11,0.33,0,0,19,9.4,93,50.82
2011-12,North Central Educational Service District 171,13,Grant,13146,Warden School District,987,0,0,3,0.3,0,0,3,0.3,0,0,791,80.14,178,18.03,15,1.52,487,49.34,500,50.66,272,27.5,327,33.06,137,13.85,783,79.17,17,1.72,0,0,16,8.9,39,65
2011-12,Educational Service District 112,,,06112,Washougal School District,3037,25,0.82,53,1.75,4,0.13,57,1.88,21,0.69,238,7.84,2523,83.08,173,5.7,1592,52.42,1445,47.58,0,0,56,1.87,450,15.05,1249,41.77,52,1.74,12,0.4,18,12.4,117,68.82
2011-12,Educational Service District 101,01,Adams,01109,Washtucna School District,68,0,0,0,0,0,0,0,0,1,1.47,7,10.29,59,86.76,1,1.47,40,58.82,28,41.18,0,0,0,0,10,12.82,40,51.28,0,0,0,0,5,10.9,8,61.54
2011-12,North Central Educational Service District 171,,,09209,Waterville School District,275,5,1.82,1,0.36,0,0,1,0.36,0,0,56,20.36,202,73.45,11,4,150,54.55,125,45.45,12,4.32,12,4.32,55,19.78,160,57.55,0,0,0,0,14,14.1,13,65
2011-12,Educational Service District 101,33,Stevens,33049,Wellpinit School District,590,368,62.37,3,0.51,1,0.17,4,0.68,19,3.22,53,8.98,118,20,28,4.75,331,56.1,259,43.9,0,0,0,0,59,10.24,350,60.76,1,0.17,0,0,16,10.2,26,68.42
2011-12,North Central Educational Service District 171,04,Chelan,04246,Wenatchee School District,7745,39,0.5,69,0.89,5,0.06,74,0.96,40,0.52,3577,46.18,3817,49.28,198,2.56,3952,51.03,3793,48.97,1769,22.9,1454,18.82,872,11.29,4651,60.2,60,0.78,10,0.13,17,11.6,280,63.06
2011-12,Educational Service District 101,32,Spokane,32363,West Valley School District (Spokane),3587,33,0.92,49,1.37,13,0.36,62,1.73,68,1.9,291,8.11,2848,79.4,285,7.95,1881,52.44,1706,47.56,0,0,83,2.26,570,15.53,1952,53.19,49,1.34,0,0,18,13.7,132,66
2011-12,Educational Service District 105,39,Yakima,39208,West Valley School District (Yakima),4862,50,1.03,122,2.51,3,0.06,125,2.57,53,1.09,1076,22.13,3458,71.12,100,2.06,2562,52.69,2300,47.31,87,1.79,232,4.77,627,12.89,2037,41.86,57,1.17,4,0.08,20,12.8,165,68.18
2011-12,Educational Service District 113,21,Lewis,21303,White Pass School District,424,7,1.65,4,0.94,0,0,4,0.94,3,0.71,19,4.48,384,90.57,7,1.65,233,54.95,191,45.05,0,0,0,0,63,15.22,266,64.25,10,2.42,0,0,15,12.6,18,64.29
2011-12,Puget Sound Educational Service District 121,27,Pierce,27416,White River School District,3943,54,1.37,30,0.76,5,0.13,35,0.89,30,0.76,287,7.28,3309,83.92,228,5.78,2039,51.71,1904,48.29,0,0,59,1.51,535,13.65,1305,33.3,68,1.74,13,0.33,20,11.7,133,68.91
2011-12,Educational Service District 112,,,20405,White Salmon Valley School District,1467,9,0.61,39,2.66,1,0.07,40,2.73,6,0.41,433,29.52,930,63.39,49,3.34,784,53.44,683,46.56,39,2.75,193,13.6,225,15.86,636,44.82,10,0.7,0,0,23,13.4,51,78.46
2011-12,Educational Service District 101,,,22200,Wilbur School District,263,23,8.75,0,0,3,1.14,3,1.14,0,0,17,6.46,205,77.95,15,5.7,128,48.67,135,51.33,0,0,0,0,20,7.46,102,38.06,1,0.37,0,0,13,14,16,76.19
2011-12,Educational Service District 113,25,Pacific,25160,Willapa Valley School District,317,7,2.21,1,0.32,0,0,1,0.32,0,0,36,11.36,250,78.86,23,7.26,161,50.79,156,49.21,0,0,5,1.58,51,16.09,160,50.47,5,1.58,0,0,13,15.3,15,62.5
2011-12,North Central Educational Service District 171,13,Grant,13167,Wilson Creek School District,142,0,0,0,0,0,0,0,0,1,0.7,15,10.56,124,87.32,2,1.41,67,47.18,75,52.82,0,0,0,0,18,12.41,85,58.62,1,0.69,0,0,11,21.3,10,76.92
2011-12,Educational Service District 113,,,21232,Winlock School District,721,9,1.25,4,0.55,2,0.28,6,0.83,3,0.42,119,16.5,564,78.22,20,2.77,379,52.57,342,47.43,45,6.06,68,9.16,130,17.52,513,69.14,19,2.56,5,0.67,17,14.1,36,83.72
2011-12,Educational Service District 113,14,Grays Harbor,14117,Wishkah Valley School District,138,0,0,0,0,0,0,0,0,1,0.72,9,6.52,126,91.3,2,1.45,74,53.62,64,46.38,0,0,0,0,10,6.99,81,56.64,5,3.5,1,0.7,11,14.9,7,53.85
