SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2009-10,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,2318,23,0.99,46,1.98,0,0,46,1.98,31,1.34,517,22.3,1672,72.13,0,0,1206,52.03,1112,47.97,61,2.62,175,7.5,306,13.12,1172,50.26,1,0.04,9,0.39,19,13.1,75,61.98
2009-10,Educational Service District 113,,,21036,Evaline School District,37,0,0,0,0,0,0,0,0,1,2.7,3,8.11,33,89.19,0,0,17,45.95,20,54.05,0,0,0,0,4,10.53,0,0,0,0,0,0,19,19.3,2,100
2009-10,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,19049,226,1.19,2304,12.1,213,1.12,2517,13.21,843,4.43,2324,12.2,12243,64.27,0,0,9765,51.26,9284,48.74,0,0,1697,9.01,2319,12.31,6749,35.83,359,1.91,78,0.41,20,12.7,552,57.14
2009-10,Educational Service District 112,06,Clark,06114,Evergreen School District (Clark),25935,281,1.08,1993,7.68,407,1.57,2400,9.25,912,3.52,2368,9.13,18669,71.98,0,0,13357,51.5,12578,48.5,0,0,2017,7.82,3437,13.33,11121,43.14,406,1.58,89,0.35,17,11.3,1114,72.81
2009-10,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),9,3,33.33,0,0,0,0,0,0,0,0,0,0,6,66.67,0,0,7,77.78,2,22.22,0,0,0,0,2,20,0,0,0,0,0,0,5,10.3,1,50
2009-10,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,21390,256,1.2,3155,14.75,704,3.29,3859,18.04,2722,12.73,4235,19.8,8918,41.69,0,0,11059,51.7,10331,48.3,0,0,2880,12.98,2938,13.24,11569,52.14,99,0.45,57,0.26,18,11,712,58.41
2009-10,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,5310,876,16.5,152,2.86,12,0.23,164,3.09,79,1.49,559,10.53,3576,67.34,0,0,2811,52.94,2499,47.06,64,1.21,241,4.57,793,15.03,2513,47.62,134,2.54,62,1.17,17,12,208,66.24
2009-10,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,3548,96,2.71,333,9.39,102,2.87,435,12.26,188,5.3,504,14.21,2232,62.91,0,0,1741,49.07,1807,50.93,0,0,326,9.42,326,9.42,1451,41.94,75,2.17,9,0.26,19,13.1,126,68.48
2009-10,Educational Service District 123,03,Benton,03053,Finley School District,999,12,1.2,6,0.6,1,0.1,7,0.7,4,0.4,296,29.63,636,63.66,0,0,513,51.35,486,48.65,21,2.13,121,12.27,138,14,676,68.56,5,0.51,17,1.72,16,15.6,38,62.3
2009-10,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,7545,153,2.03,579,7.67,510,6.76,1089,14.43,1014,13.44,1021,13.53,3493,46.3,0,0,3926,52.03,3619,47.97,0,0,542,7.3,917,12.35,4630,62.36,111,1.49,45,0.61,17,10.6,271,61.73
2009-10,Educational Service District 101,32,Spokane,32358,Freeman School District,935,24,2.57,16,1.71,3,0.32,19,2.03,11,1.18,17,1.82,858,91.76,0,0,494,52.83,441,47.17,0,0,0,0,102,10.98,169,18.19,0,0,1,0.11,17,13.5,43,78.18
2009-10,Educational Service District 101,38,Whitman,38302,Garfield School District,87,0,0,0,0,0,0,0,0,1,1.15,1,1.15,85,97.7,0,0,45,51.72,42,48.28,0,0,0,0,18,20.69,39,44.83,0,0,0,0,6,17.6,6,42.86
2009-10,Educational Service District 112,20,Klickitat,20401,Glenwood School District,69,13,18.84,1,1.45,0,0,1,1.45,0,0,1,1.45,54,78.26,0,0,35,50.72,34,49.28,0,0,0,0,15,22.39,24,35.82,0,0,1,1.49,8,15.1,6,66.67
2009-10,Educational Service District 105,20,Klickitat,20404,Goldendale School District,1041,59,5.67,8,0.77,3,0.29,11,1.06,8,0.77,110,10.57,846,81.27,0,0,571,54.85,470,45.15,0,0,30,2.92,156,15.16,571,55.49,2,0.19,10,0.97,17,15,47,77.05
2009-10,North Central Educational Service District 171,13,Grant,13301,Grand Coulee Dam School District,698,369,52.87,6,0.86,0,0,6,0.86,7,1,34,4.87,274,39.26,0,0,343,49.14,355,50.86,1,0.15,0,0,84,12.44,361,53.48,0,0,2,0.3,17,14.3,22,53.66
2009-10,Educational Service District 105,39,Yakima,39200,Grandview School District,3564,12,0.34,11,0.31,0,0,11,0.31,13,0.36,3108,87.21,416,11.67,0,0,1796,50.39,1768,49.61,678,19.2,1042,29.5,420,11.89,2740,77.58,13,0.37,8,0.23,18,10.7,123,63.4
2009-10,Educational Service District 105,39,Yakima,39204,Granger School District,1529,100,6.54,0,0,0,0,0,0,2,0.13,1333,87.18,74,4.84,0,0,787,51.47,742,48.53,211,14.26,529,35.74,159,10.74,1376,92.97,7,0.47,32,2.16,18,10.9,47,54.02
2009-10,Northwest Educational Service District 189,31,Snohomish,31332,Granite Falls School District,2314,54,2.33,42,1.82,4,0.17,46,1.99,28,1.21,124,5.36,1989,85.96,0,0,1212,52.38,1102,47.62,0,0,0,0,348,15.39,872,38.57,40,1.77,17,0.75,19,11.3,87,73.11
2009-10,Educational Service District 113,23,Mason,23054,Grapeview School District,219,4,1.83,3,1.37,0,0,3,1.37,2,0.91,6,2.74,200,91.32,0,0,116,52.97,103,47.03,0,0,0,0,22,10.63,75,36.23,0,0,2,0.97,17,20.1,5,38.46
2009-10,Educational Service District 101,32,Spokane,32312,Great Northern School District,49,0,0,1,2.04,0,0,1,2.04,0,0,3,6.12,44,89.8,0,0,29,59.18,20,40.82,0,0,0,0,5,10.42,0,0,0,0,0,0,12,11.2,3,75
2009-10,Educational Service District 112,06,Clark,06103,Green Mountain School District,137,0,0,0,0,0,0,0,0,0,0,0,0,133,97.08,0,0,77,56.2,60,43.8,0,0,0,0,19,13.97,44,32.35,0,0,2,1.47,20,10.3,4,57.14
2009-10,Educational Service District 113,34,Thurston,34324,Griffin School District,667,41,6.15,23,3.45,8,1.2,31,4.65,20,3,17,2.55,546,81.86,0,0,357,53.52,310,46.48,0,0,0,0,76,11.82,120,18.66,0,0,1,0.16,18,13.1,25,67.57
2009-10,Educational Service District 101,22,Lincoln,22204,Harrington School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9.92,63,48.09,0,0,0,0,,15.9,11,78.57
2009-10,Educational Service District 105,39,Yakima,39203,Highland School District,1190,14,1.18,6,0.5,0,0,6,0.5,7,0.59,775,65.13,379,31.85,0,0,620,52.1,570,47.9,182,15.73,230,19.88,138,11.93,866,74.85,0,0,9,0.78,16,10.5,50,68.49
