SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2008-09,Educational Service District 101,33,Stevens,33049,Wellpinit School District,641,462,72.074883,4,0.624024961,4,0.624024961,8,1.24805,17,2.652106084,21,3.276131045,132,20.59282371,361,56.31825273,280,43.68174727,0,0,0,0,49,7.030129125,378,54.23242468,16,9.4,28,70
2008-09,Educational Service District 101,33,Stevens,33070,Valley School District,912,2,0.2192982456,9,0.9868421053,3,0.3289473684,12,1.31579,6,0.6578947368,6,0.6578947368,877,96.1622807,456,50,456,50,0,0,0,0,54,12.05357143,164,36.60714286,29,9.8,14,43.8
2008-09,Educational Service District 101,33,Stevens,33115,Colville School District,2035,71,3.488943489,29,1.425061425,2,0.09828009828,31,1.52334,13,0.6388206388,47,2.30958231,1860,91.4004914,1016,49.92628993,1019,50.07371007,0,0,28,1.390958768,242,12.02185792,978,48.58420268,16,14.4,98,79
2008-09,Educational Service District 101,33,Stevens,33183,Loon Lake School District,277,11,3.971119134,12,4.332129964,1,0.3610108303,13,4.69314,4,1.444043321,12,4.332129964,224,80.86642599,137,49.45848375,140,50.54151625,0,0,0,0,25,7.936507937,111,35.23809524,23,12.5,4,33.3
2008-09,Educational Service District 101,33,Stevens,33202,Summit Valley School District,82,1,1.219512195,1,1.219512195,0,0,1,1.21951,4,4.87804878,0,0,76,92.68292683,48,58.53658537,34,41.46341463,0,0,0,0,15,16.48351648,50,54.94505495,10,13.3,3,37.5
2008-09,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),6,1,16.66666667,0,0,0,0,0,0,0,0,0,0,5,83.33333333,5,83.33333333,1,16.66666667,0,0,0,0,0,0,0,0,3,29.6,2,100
2008-09,Educational Service District 101,33,Stevens,33206,Columbia (Stevens) School District,195,85,43.58974359,0,0,1,0.5128205128,1,0.512821,0,0,6,3.076923077,103,52.82051282,101,51.79487179,94,48.20512821,0,0,0,0,27,13.04347826,156,75.36231884,8,13.9,15,65.2
2008-09,Educational Service District 101,33,Stevens,33207,Mary Walker School District,569,44,7.732864675,0,0,6,1.054481547,6,1.05448,6,1.054481547,2,0.3514938489,441,77.50439367,297,52.19683656,272,47.80316344,0,0,0,0,87,14.77079796,386,65.53480475,17,10.8,21,61.8
2008-09,Educational Service District 101,33,Stevens,33211,Northport School District,279,4,1.433691756,2,0.7168458781,0,0,2,0.716846,0,0,5,1.792114695,259,92.83154122,161,57.70609319,118,42.29390681,0,0,0,0,19,6.397306397,155,52.18855219,16,10.1,11,64.7
2008-09,Educational Service District 101,33,Stevens,33212,Kettle Falls School District,803,37,4.607721046,4,0.498132005,1,0.1245330012,5,0.622665,4,0.498132005,34,4.234122042,717,89.29016189,409,50.93399751,394,49.06600249,0,0,0,0,99,12.48423707,461,58.13366961,15,14.3,41,78.8
2008-09,Educational Service District 113,34,Thurston,34002,Yelm School District,5559,177,3.184025904,114,2.050728548,77,1.385141212,191,3.43587,132,2.374527793,372,6.691851052,4351,78.26947293,2858,51.41212448,2701,48.58787552,0,0,51,0.9316770186,692,12.64157837,2119,38.71026672,19,12.2,179,60.5
2008-09,Educational Service District 113,34,Thurston,34003,North Thurston Public Schools,14025,543,3.871657754,1776,12.6631016,45,0.320855615,1821,12.984,1266,9.026737968,1465,10.4456328,8378,59.73618538,7307,52.09982175,6718,47.90017825,5,0.03566842631,419,2.989014125,1833,13.07604508,5223,37.25923812,17,13.6,574,68.6
2008-09,Educational Service District 113,34,Thurston,34033,Tumwater School District,6274,130,2.072043354,242,3.857188397,0,0,242,3.85719,175,2.78928913,295,4.701944533,5271,84.01338859,3237,51.5938795,3037,48.4061205,0,0,94,1.469898358,847,13.24472244,1773,27.72478499,17,13.1,231,62.9
2008-09,Educational Service District 113,34,Thurston,34111,Olympia School District,9435,104,1.102278749,823,8.722840488,78,0.826709062,901,9.54955,223,2.363540011,475,5.034446211,7091,75.1563328,4820,51.0863805,4615,48.9136195,1,0.01049868766,199,2.089238845,1169,12.27296588,2277,23.90551181,16,14.2,412,71.4
2008-09,Educational Service District 113,34,Thurston,34307,Rainier School District,1175,30,2.553191489,9,0.7659574468,2,0.170212766,11,0.93617,22,1.872340426,46,3.914893617,1047,89.10638298,613,52.17021277,562,47.82978723,0,0,0,0,96,7.960199005,391,32.4212272,20,13.7,43,72.9
2008-09,Educational Service District 113,34,Thurston,34324,Griffin School District,637,36,5.651491366,21,3.296703297,11,1.726844584,32,5.02355,19,2.982731554,14,2.197802198,529,83.0455259,327,51.33437991,310,48.66562009,0,0,0,0,72,11.28526646,111,17.39811912,17,12.9,26,68.4
2008-09,Educational Service District 113,34,Thurston,34401,Rochester School District,2300,97,4.217391304,25,1.086956522,2,0.08695652174,27,1.17391,56,2.434782609,364,15.82608696,1690,73.47826087,1284,55.82608696,1016,44.17391304,1,0.04253509145,101,4.296044236,335,14.24925564,1252,53.2539345,17,12.4,87,65.9
2008-09,Educational Service District 113,34,Thurston,34402,Tenino School District,1309,15,1.145912911,7,0.5347593583,5,0.3819709702,12,0.91673,10,0.7639419404,60,4.583651642,1115,85.17952636,669,51.10771581,640,48.89228419,0,0,10,0.7686395081,197,15.14219831,512,39.35434281,18,14.2,50,68.5
2008-09,Educational Service District 112,35,Wahkiakum,35200,Wahkiakum School District,472,10,2.118644068,2,0.4237288136,0,0,2,0.423729,13,2.754237288,17,3.601694915,428,90.6779661,246,52.11864407,226,47.88135593,0,0,0,0,84,17.72151899,238,50.21097046,16,12.9,22,73.3
2008-09,Educational Service District 123,36,Walla Walla,36101,Dixie School District,22,0,0,0,0,0,0,0,0,1,4.545454545,2,9.090909091,19,86.36363636,8,36.36363636,14,63.63636364,0,0,0,0,9,26.47058824,25,73.52941176,11,6.9,2,100
2008-09,Educational Service District 123,36,Walla Walla,36140,Walla Walla Public Schools,6186,63,1.01842871,149,2.408664727,0,0,149,2.40866,98,1.584222438,1981,32.02392499,3886,62.81926932,3057,49.41804074,3129,50.58195926,73,1.143842056,779,12.20620495,786,12.31588844,3308,51.8332811,17,12.7,258,72.1
2008-09,Educational Service District 123,36,Walla Walla,36250,College Place School District,745,12,1.610738255,7,0.9395973154,0,0,7,0.939597,18,2.416107383,288,38.65771812,420,56.37583893,400,53.69127517,345,46.30872483,55,7.392473118,155,20.83333333,103,13.84408602,450,60.48387097,17,10.9,32,71.1
2008-09,Educational Service District 123,36,Walla Walla,36300,Touchet School District,321,14,4.361370717,0,0,0,0,0,0,1,0.3115264798,109,33.95638629,196,61.05919003,154,47.97507788,167,52.02492212,6,1.941747573,22,7.1197411,30,9.708737864,158,51.13268608,13,14.4,13,54.2
2008-09,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,925,3,0.3243243243,5,0.5405405405,0,0,5,0.540541,12,1.297297297,227,24.54054054,677,73.18918919,474,51.24324324,451,48.75675676,0,0,82,8.604407135,102,10.70304302,420,44.07135362,17,14.5,30,54.5
2008-09,Educational Service District 123,36,Walla Walla,36401,Waitsburg School District,344,4,1.162790698,3,0.8720930233,2,0.5813953488,5,1.45349,2,0.5813953488,8,2.325581395,302,87.79069767,185,53.77906977,159,46.22093023,0,0,0,0,42,12.61261261,125,37.53753754,14,13.4,15,60
2008-09,Educational Service District 123,36,Walla Walla,36402,Prescott School District,241,4,1.659751037,1,0.4149377593,0,0,1,0.414938,0,0,168,69.70954357,58,24.06639004,131,54.35684647,110,45.64315353,0,0,73,29.91803279,26,10.6557377,198,81.14754098,10,15.5,8,34.8
2008-09,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,10652,265,2.487795719,651,6.111528351,51,0.4787833271,702,6.59031,242,2.271873827,1085,10.18588059,7902,74.18325197,5444,51.10777319,5208,48.89222681,0,0,572,5.320930233,1457,13.55348837,3905,36.3255814,17,12.3,400,65.5
2008-09,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,5361,831,15.5008394,163,3.040477523,9,0.167879127,172,3.20836,75,1.398992725,543,10.12870733,3681,68.66256295,2787,51.98656967,2574,48.01343033,77,1.417525773,237,4.363033873,758,13.95434462,2539,46.74153166,16,11.8,227,66.6
2008-09,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,2204,36,1.633393829,120,5.444646098,8,0.3629764065,128,5.80762,62,2.813067151,184,8.34845735,1783,80.89836661,1136,51.54264973,1068,48.45735027,0,0,94,4.228520018,272,12.2357175,980,44.0845704,18,11.1,76,61.8
2008-09,Northwest Educational Service District 189,37,Whatcom,37504,Lynden School District,2846,38,1.335207309,92,3.232607168,1,0.03513703443,93,3.26774,32,1.124385102,519,18.23612087,2134,74.98243148,1439,50.56219255,1407,49.43780745,84,2.979780064,240,8.513657325,346,12.27385598,985,34.94146861,18,13.2,96,61.1
2008-09,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,1871,32,1.710315339,84,4.489577766,1,0.05344735436,85,4.54303,35,1.870657402,235,12.56012827,1470,78.5676109,945,50.50774987,926,49.49225013,0,0,121,5.94302554,205,10.06876228,589,28.92927308,21,12.8,54,60.7
2008-09,Northwest Educational Service District 189,37,Whatcom,37506,Nooksack School District,1664,130,7.8125,24,1.442307692,11,0.6610576923,35,2.10337,21,1.262019231,393,23.61778846,1077,64.72355769,810,48.67788462,854,51.32211538,88,5.066206102,181,10.42026482,305,17.55900979,922,53.08002303,15,12.1,70,63.6
2008-09,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,2185,152,6.956521739,25,1.14416476,7,0.3203661327,32,1.46453,14,0.6407322654,131,5.995423341,1796,82.19679634,1106,50.61784897,1079,49.38215103,0,0,162,7.527881041,319,14.82342007,1103,51.25464684,16,11.5,94,70.1
2008-09,Educational Service District 101,38,Whitman,38126,LaCrosse School District,123,0,0,0,0,0,0,0,0,1,0.8130081301,15,12.19512195,107,86.99186992,62,50.40650407,61,49.59349593,0,0,0,0,8,7.207207207,43,38.73873874,8,11.9,13,81.3
2008-09,Educational Service District 101,38,Whitman,38264,Lamont School District,32,1,3.125,0,0,0,0,0,0,0,0,0,0,28,87.5,15,46.875,17,53.125,0,0,0,0,8,25.80645161,20,64.51612903,5,5.8,2,33.3
2008-09,Educational Service District 101,38,Whitman,38265,Tekoa School District,212,12,5.660377358,1,0.4716981132,0,0,1,0.471698,2,0.9433962264,9,4.245283019,186,87.73584906,98,46.22641509,114,53.77358491,0,0,0,0,32,13.91304348,125,54.34782609,11,18,14,70
2008-09,Educational Service District 101,38,Whitman,38267,Pullman School District,2372,36,1.517706577,256,10.7925801,1,0.04215851602,257,10.8347,91,3.836424958,119,5.016863406,1808,76.22259696,1216,51.26475548,1156,48.73524452,0,0,68,2.88379983,237,10.05089059,679,28.79558948,18,11.4,91,70
2008-09,Educational Service District 101,38,Whitman,38300,Colfax School District,676,7,1.035502959,20,2.958579882,1,0.1479289941,21,3.10651,0,0,11,1.627218935,614,90.82840237,341,50.44378698,335,49.55621302,0,0,0,0,80,10.89918256,204,27.79291553,14,14.6,33,70.2
2008-09,Educational Service District 101,38,Whitman,38301,Palouse School District,204,5,2.450980392,1,0.4901960784,0,0,1,0.490196,0,0,7,3.431372549,182,89.21568627,114,55.88235294,90,44.11764706,0,0,0,0,21,8.936170213,76,32.34042553,13,17.8,12,75
2008-09,Educational Service District 101,38,Whitman,38302,Garfield School District,98,1,1.020408163,0,0,0,0,0,0,0,0,3,3.06122449,94,95.91836735,49,50,49,50,0,0,0,0,17,16.03773585,53,50,7,16.9,6,42.9
2008-09,Educational Service District 101,38,Whitman,38304,Steptoe School District,37,0,0,0,0,0,0,0,0,0,0,0,0,37,100,25,67.56756757,12,32.43243243,0,0,0,0,4,6.153846154,0,0,9,9.7,2,50
2008-09,Educational Service District 101,38,Whitman,38306,Colton School District,190,0,0,2,1.052631579,0,0,2,1.05263,0,0,1,0.5263157895,177,93.15789474,102,53.68421053,88,46.31578947,0,0,0,0,15,7.5,22,11,11,10.7,14,82.4
2008-09,Educational Service District 101,38,Whitman,38308,Endicott School District,72,6,8.333333333,3,4.166666667,0,0,3,4.16667,0,0,2,2.777777778,61,84.72222222,39,54.16666667,33,45.83333333,0,0,0,0,5,6.493506494,39,50.64935065,6,11.9,8,61.5
2008-09,Educational Service District 101,38,Whitman,38320,Rosalia School District,225,6,2.666666667,3,1.333333333,0,0,3,1.33333,2,0.8888888889,3,1.333333333,207,92,127,56.44444444,98,43.55555556,0,0,0,0,19,7.630522088,116,46.58634538,11,12,16,76.2
2008-09,Educational Service District 101,38,Whitman,38322,St. John School District,191,4,2.094240838,6,3.141361257,1,0.5235602094,7,3.66492,1,0.5235602094,4,2.094240838,165,86.38743455,107,56.02094241,84,43.97905759,0,0,0,0,16,7.619047619,65,30.95238095,11,16.6,7,41.2
2008-09,Educational Service District 101,38,Whitman,38324,Oakesdale School District,116,0,0,1,0.8620689655,3,2.586206897,4,3.44828,0,0,0,0,109,93.96551724,47,40.51724138,69,59.48275862,0,0,0,0,10,7.575757576,46,34.84848485,8,11.5,10,71.4
2008-09,Educational Service District 105,39,Yakima,39002,Union Gap School District,613,30,4.893964111,4,0.6525285481,0,0,4,0.652529,18,2.936378467,367,59.86949429,194,31.64763458,304,49.59216966,309,50.40783034,48,8.013355593,121,20.20033389,88,14.69115192,483,80.63439065,17,13.3,19,51.4
2008-09,Educational Service District 105,39,Yakima,39003,Naches Valley School District,1509,21,1.391650099,13,0.8614976806,0,0,13,0.861498,15,0.9940357853,230,15.24188204,1229,81.44466534,811,53.74420146,698,46.25579854,0,0,69,4.624664879,143,9.584450402,517,34.65147453,18,11.1,55,65.5
2008-09,Educational Service District 105,39,Yakima,39007,Yakima School District,14570,408,2.800274537,182,1.249142073,4,0.02745367193,186,1.2766,447,3.067947838,9410,64.58476321,4116,28.24982841,7369,50.57652711,7201,49.42347289,3311,22.73726137,3785,25.99230875,1827,12.54635352,11294,77.55802774,18,13,482,58.1
2008-09,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),2784,67,2.406609195,29,1.041666667,3,0.1077586207,32,1.14943,31,1.113505747,946,33.97988506,1600,57.47126437,1461,52.47844828,1323,47.52155172,0,0,234,8.378088077,356,12.74615109,1404,50.26852846,17,12.1,97,59.5
2008-09,Educational Service District 105,39,Yakima,39119,Selah School District,3367,46,1.366201366,17,0.5049005049,11,0.3267003267,28,0.831601,10,0.297000297,500,14.85001485,2378,70.62667063,1697,50.4009504,1670,49.5990496,0,0,181,5.321964128,416,12.23169656,1374,40.39988239,16,13.1,121,59
2008-09,Educational Service District 105,39,Yakima,39120,Mabton School District,933,7,0.7502679528,5,0.5359056806,0,0,5,0.535906,4,0.4287245445,867,92.92604502,50,5.359056806,464,49.73204716,469,50.26795284,296,29.54091816,377,37.6247505,102,10.17964072,840,83.83233533,16,11.7,37,61.7
2008-09,Educational Service District 105,39,Yakima,39200,Grandview School District,3467,13,0.3749639458,12,0.3461205653,0,0,12,0.346121,13,0.3749639458,2980,85.95327372,442,12.74877416,1743,50.27401211,1724,49.72598789,432,13.84615385,864,27.69230769,363,11.63461538,2483,79.58333333,18,10.9,122,62.6
2008-09,Educational Service District 105,39,Yakima,39201,Sunnyside School District,5948,9,0.1513113652,23,0.3866845999,5,0.08406186954,28,0.470746,12,0.2017484869,5204,87.49159381,640,10.7599193,3103,52.16879623,2845,47.83120377,1409,23.19341564,1543,25.39917695,777,12.79012346,4662,76.74074074,15,11.3,232,60.1
2008-09,Educational Service District 105,39,Yakima,39202,Toppenish School District,3447,523,15.17261387,6,0.1740644038,0,0,6,0.174064,0,0,2712,78.67711053,201,5.831157528,1737,50.39164491,1710,49.60835509,661,18.14438649,1175,32.25363711,418,11.47405984,3552,97.50205874,19,10.2,88,48.9
2008-09,Educational Service District 105,39,Yakima,39203,Highland School District,1141,12,1.051709027,8,0.7011393514,0,0,8,0.701139,9,0.7887817704,718,62.92725679,391,34.2681858,600,52.58545136,541,47.41454864,258,21.99488491,225,19.18158568,145,12.36146633,849,72.37851662,16,11,50,70.4
2008-09,Educational Service District 105,39,Yakima,39204,Granger School District,1482,94,6.342780027,1,0.06747638327,0,0,1,0.0674764,3,0.2024291498,1283,86.57219973,89,6.005398111,775,52.29419703,707,47.70580297,244,16.09498681,542,35.75197889,155,10.22427441,1403,92.54617414,18,11.2,44,53
2008-09,Educational Service District 105,39,Yakima,39205,Zillah School District,1346,64,4.754829123,9,0.6686478455,1,0.07429420505,10,0.742942,9,0.6686478455,528,39.22734027,734,54.53194651,710,52.74888559,636,47.25111441,97,7.095830285,153,11.1923921,141,10.31455743,697,50.98756401,17,11.3,48,62.3
2008-09,Educational Service District 105,39,Yakima,39207,Wapato School District,3373,865,25.64482656,56,1.660243107,0,0,56,1.66024,8,0.2371775867,2266,67.18055144,164,4.862140528,1691,50.13341239,1682,49.86658761,1085,32.47530679,821,24.57348099,436,13.04998503,2970,88.89554026,18,10.9,90,46.9
2008-09,Educational Service District 105,39,Yakima,39208,West Valley School District (Yakima),4940,94,1.902834008,131,2.651821862,4,0.08097165992,135,2.73279,63,1.275303644,880,17.81376518,3676,74.41295547,2590,52.4291498,2350,47.5708502,66,1.351904957,60,1.229004506,657,13.45759934,1894,38.79557558,20,13,170,69.1
2008-09,Educational Service District 105,39,Yakima,39209,Mount Adams School District,951,596,62.67087277,1,0.1051524711,0,0,1,0.105152,1,0.1051524711,282,29.65299685,71,7.465825447,514,54.04837014,437,45.95162986,28,2.889576883,115,11.86790506,150,15.47987616,825,85.13931889,15,11.7,29,44.6
