SchoolYear,Dist,District,Began Grade 9 in Washington,Transferred Into Washington,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,20402,Klickitat,12,3,0,0,1,6,2,4,11,2,0,18.2,81.8,0.0
2012-13,06101,La Center,87,10,0,1,2,2,2,9,88,80,1,90.9,8.0,1.1
2012-13,29311,La Conner,26,0,0,0,0,0,0,5,21,21,0,100.0,0.0,0.0
2012-13,38126,LaCrosse,6,0,0,1,0,5,0,0,6,0,0,0.0,100.0,0.0
2012-13,04129,Lake Chelan,71,5,0,2,1,2,3,3,73,65,0,89.0,11.0,0.0
2012-13,14097,Lake Quinault,9,1,0,1,0,1,0,0,10,8,0,80.0,20.0,0.0
2012-13,31004,Lake Stevens,458,49,4,3,14,12,8,45,462,420,1,90.9,8.9,0.2
2012-13,17937,Lake Washington Institute of Technology,55,6,0,0,0,0,12,0,61,10,39,16.4,19.7,63.9
2012-13,17414,Lake Washington,1233,122,4,2,13,46,8,127,1228,1139,16,92.8,5.9,1.3
2012-13,31306,Lakewood,151,20,1,2,2,6,2,19,152,137,2,90.1,8.6,1.3
2012-13,32362,Liberty,34,4,0,0,1,0,0,4,34,33,0,97.1,2.9,0.0
2012-13,01158,Lind,13,3,0,0,0,0,0,2,14,14,0,100.0,0.0,0.0
2012-13,08122,Longview,366,63,6,5,20,20,19,63,366,272,24,74.3,19.1,6.6
2012-13,28144,Lopez,17,6,0,0,0,1,1,5,18,16,0,88.9,11.1,0.0
2012-13,20406,Lyle,21,8,0,1,0,2,2,12,17,12,0,70.6,29.4,0.0
2012-13,37504,Lynden,162,24,0,0,8,6,2,30,156,138,2,88.5,10.3,1.3
2012-13,39120,Mabton,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,09207,Mansfield,8,2,0,0,0,0,0,3,7,7,0,100.0,0.0,0.0
2012-13,04019,Manson,21,2,0,0,0,0,0,3,20,20,0,100.0,0.0,0.0
2012-13,23311,Mary M Knight,13,0,0,0,0,0,0,2,11,11,0,100.0,0.0,0.0
2012-13,33207,Mary Walker,37,6,0,2,6,2,0,8,35,24,1,68.6,28.6,2.9
2012-13,31025,Marysville,548,73,7,13,24,42,34,75,546,415,11,76.0,22.0,2.0
2012-13,32354,Mead,681,82,3,4,12,21,10,76,687,627,10,91.3,7.3,1.5
2012-13,32326,Medical Lake,130,27,0,0,1,6,8,42,115,99,1,86.1,13.0,0.9
2012-13,17400,Mercer Island,235,42,2,1,1,2,3,19,258,246,3,95.3,3.5,1.2
2012-13,37505,Meridian,86,11,0,0,3,3,5,15,82,67,4,81.7,13.4,4.9
2012-13,24350,Methow Valley,32,3,0,0,0,1,0,2,33,32,0,97.0,3.0,0.0
2012-13,31103,Monroe,423,52,1,3,48,13,10,82,393,309,9,78.6,19.1,2.3
2012-13,14066,Montesano,69,13,0,2,1,10,1,7,75,61,0,81.3,18.7,0.0
2012-13,21214,Morton,17,3,1,0,0,1,2,2,18,12,2,66.7,22.2,11.1
