SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,14005,Aberdeen,199,65,2,10,15,22,24,95,169,89,7,52.7,43.2,4.1
2010-11,21226,Adna,24,12,1,0,2,0,0,20,16,13,0,81.3,18.8,0.0
2010-11,29103,Anacortes,95,21,1,0,5,8,7,41,75,50,4,66.7,28.0,5.3
2010-11,31016,Arlington,144,42,0,4,3,6,10,72,114,83,8,72.8,20.2,7.0
2010-11,02420,Asotin-Anatone,17,3,0,0,0,0,0,10,10,10,0,100.0,0.0,0.0
2010-11,17408,Auburn,616,192,4,10,27,41,36,308,500,356,26,71.2,23.6,5.2
2010-11,18303,Bainbridge Island,27,3,0,0,0,0,1,10,20,18,1,90.0,5.0,5.0
2010-11,06119,Battle Ground,339,169,1,2,8,21,24,133,375,301,18,80.3,14.9,4.8
2010-11,17405,Bellevue,317,102,2,2,5,5,22,159,260,213,11,81.9,13.8,4.2
2010-11,37501,Bellingham,383,92,3,17,24,28,37,132,343,221,13,64.4,31.8,3.8
2010-11,27403,Bethel,678,210,1,8,22,51,75,368,520,335,28,64.4,30.2,5.4
2010-11,20203,Bickleton,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,37503,Blaine,100,14,0,4,1,3,2,30,84,73,1,86.9,11.9,1.2
2010-11,18100,Bremerton,249,111,1,4,5,15,21,126,234,172,16,73.5,19.7,6.8
2010-11,24111,Brewster,76,11,2,3,1,4,6,27,60,39,5,65.0,26.7,8.3
2010-11,09075,Bridgeport,58,9,2,3,1,3,1,16,51,33,8,64.7,19.6,15.7
2010-11,29100,Burlington-Edison,128,40,0,7,7,8,5,61,107,78,2,72.9,25.2,1.9
2010-11,06117,Camas,98,38,0,0,3,4,5,39,97,84,1,86.6,12.4,1.0
2010-11,05401,Cape Flattery,29,7,0,0,0,0,2,13,23,19,2,82.6,8.7,8.7
2010-11,04228,Cascade,61,13,0,0,1,1,2,42,32,28,0,87.5,12.5,0.0
2010-11,04222,Cashmere,67,15,0,0,1,1,1,28,54,49,2,90.7,5.6,3.7
2010-11,08401,Castle Rock,67,18,1,2,5,2,7,21,64,45,2,70.3,26.6,3.1
2010-11,18401,Central Kitsap,349,93,0,0,2,7,27,147,295,246,13,83.4,12.2,4.4
2010-11,32356,Central Valley,394,100,6,6,17,10,13,186,308,244,12,79.2,16.9,3.9
2010-11,21401,Centralia,174,70,7,4,10,23,7,85,159,103,5,64.8,32.1,3.1
2010-11,21302,Chehalis,113,45,0,3,4,9,2,70,88,67,3,76.1,20.5,3.4
2010-11,32360,Cheney,150,64,3,1,12,10,8,85,129,94,1,72.9,26.4,0.8
2010-11,33036,Chewelah,64,19,0,3,2,4,11,28,55,31,4,56.4,36.4,7.3
2010-11,16049,Chimacum,55,9,0,0,2,3,1,26,38,31,1,81.6,15.8,2.6
2010-11,02250,Clarkston,129,47,2,4,6,14,14,42,134,82,12,61.2,29.9,9.0
2010-11,19404,Cle Elum-Roslyn,34,7,0,0,1,4,0,18,23,17,1,73.9,21.7,4.3
2010-11,27400,Clover Park,552,185,6,10,30,23,22,442,295,194,10,65.8,30.8,3.4
2010-11,38300,Colfax,22,6,0,2,1,0,0,8,20,16,1,80.0,15.0,5.0
2010-11,38306,Colton,4,0,0,0,0,0,0,1,3,3,0,100.0,0.0,0.0
2010-11,33206,Columbia (Stevens),18,4,0,0,0,1,0,10,12,11,0,91.7,8.3,0.0
2010-11,36400,Columbia (Walla Walla),52,9,1,2,1,5,3,19,42,28,2,66.7,28.6,4.8
2010-11,33115,Colville,119,38,1,4,2,7,6,50,107,81,6,75.7,18.7,5.6
2010-11,29011,Concrete,42,10,0,3,1,5,3,15,37,21,4,56.8,32.4,10.8
2010-11,13151,Coulee-Hartline,14,5,0,0,0,0,1,11,8,7,0,87.5,12.5,0.0
2010-11,15204,Coupeville,30,9,0,0,2,2,1,11,28,23,0,82.1,17.9,0.0
2010-11,05313,Crescent,16,4,0,2,1,1,0,7,13,8,1,61.5,30.8,7.7
2010-11,22073,Creston,6,3,0,0,0,0,0,4,5,5,0,100.0,0.0,0.0
