SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,28149,San Juan Island,70,14,0,1,1,3,2,21,63,56,0,88.9,11.1,0.0
2011-12,17001,Seattle,1326,409,8,10,31,60,22,482,1253,1091,31,87.1,10.5,2.5
2011-12,29101,Sedro-Woolley,257,70,0,1,3,1,3,124,203,193,2,95.1,3.9,1.0
2011-12,39119,Selah,219,219,1,3,6,13,11,223,215,171,10,79.5,15.8,4.7
2011-12,26070,Selkirk,33,8,0,0,0,2,0,17,24,22,0,91.7,8.3,0.0
2011-12,05323,Sequim,179,83,1,1,7,15,7,88,174,139,4,79.9,17.8,2.3
2011-12,23309,Shelton,326,129,0,3,8,39,26,124,331,241,14,72.8,23.0,4.2
2011-12,17412,Shoreline,508,106,3,4,7,19,17,156,458,397,11,86.7,10.9,2.4
2011-12,17404,Skykomish,6,3,0,0,0,0,0,5,4,4,0,100.0,0.0,0.0
2011-12,31201,Snohomish,667,212,3,2,3,28,29,184,695,612,18,88.1,9.4,2.6
2011-12,17410,Snoqualmie Valley,367,87,1,2,7,15,16,103,351,295,15,84.0,11.7,4.3
2011-12,13156,Soap Lake,24,16,0,0,0,0,0,31,9,9,0,100.0,0.0,0.0
2011-12,25118,South Bend,33,10,0,0,0,1,0,16,27,25,1,92.6,3.7,3.7
2011-12,18402,South Kitsap,661,181,4,13,12,35,24,234,608,489,31,80.4,14.5,5.1
2011-12,15206,South Whidbey,156,47,4,1,0,8,2,53,150,135,0,90.0,10.0,0.0
2011-12,32081,Spokane,1889,683,16,51,73,120,66,706,1866,1437,103,77.0,17.5,5.5
2011-12,22008,Sprague,10,9,0,0,0,0,0,10,9,9,0,100.0,0.0,0.0
2011-12,38322,St. John,23,8,0,0,0,0,0,8,23,23,0,100.0,0.0,0.0
2011-12,31401,Stanwood-Camano,407,116,4,6,14,19,18,114,409,333,15,81.4,14.9,3.7
2011-12,27001,Steilacoom Historical,106,51,0,1,1,9,3,49,108,92,2,85.2,13.0,1.9
2011-12,30303,Stevenson-Carson,77,25,0,0,5,3,2,28,74,61,3,82.4,13.5,4.1
2011-12,31311,Sultan,173,62,0,2,4,9,6,93,142,115,6,81.0,14.8,4.2
2011-12,33202,Summit Valley,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
