SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,14005,Aberdeen,266,72,1,7,17,20,21,112,226,152,8,67.3,29.2,3.5
2010-11,21226,Adna,50,21,1,0,2,0,0,30,41,38,0,92.7,7.3,0.0
2010-11,29103,Anacortes,221,57,1,3,7,16,8,88,190,150,5,78.9,18.4,2.6
2010-11,31016,Arlington,419,119,4,5,9,15,21,185,353,284,15,80.5,15.3,4.2
2010-11,02420,Asotin-Anatone,47,10,0,0,0,0,0,19,38,38,0,100.0,0.0,0.0
2010-11,17408,Auburn,1017,203,4,11,23,33,26,342,878,763,18,86.9,11.0,2.1
2010-11,18303,Bainbridge Island,328,26,0,0,0,0,3,49,305,295,7,96.7,1.0,2.3
2010-11,06119,Battle Ground,916,406,0,8,16,41,44,347,975,829,37,85.0,11.2,3.8
2010-11,17405,Bellevue,866,155,0,5,5,13,19,252,769,715,12,93.0,5.5,1.6
2010-11,37501,Bellingham,781,194,4,21,28,31,27,268,707,579,17,81.9,15.7,2.4
2010-11,27403,Bethel,1007,258,0,14,27,72,88,420,845,620,24,73.4,23.8,2.8
2010-11,20203,Bickleton,4,2,0,0,1,0,0,2,4,3,0,75.0,25.0,0.0
2010-11,37503,Blaine,165,30,0,4,1,4,6,49,146,129,2,88.4,10.3,1.4
2010-11,18100,Bremerton,215,125,0,4,4,10,20,110,230,178,14,77.4,16.5,6.1
2010-11,24111,Brewster,17,0,0,0,1,1,0,7,10,8,0,80.0,20.0,0.0
2010-11,09075,Bridgeport,6,4,1,0,0,1,0,2,8,6,0,75.0,25.0,0.0
2010-11,29100,Burlington-Edison,263,45,1,7,9,8,0,89,219,192,2,87.7,11.4,0.9
2010-11,06117,Camas,373,108,2,6,9,11,10,115,366,324,4,88.5,10.4,1.1
2010-11,05401,Cape Flattery,10,4,0,0,0,0,1,4,10,7,2,70.0,10.0,20.0
2010-11,04228,Cascade,94,28,0,0,0,3,3,47,75,69,0,92.0,8.0,0.0
2010-11,04222,Cashmere,86,11,0,0,1,0,1,25,72,69,1,95.8,2.8,1.4
2010-11,08401,Castle Rock,131,33,1,2,5,3,7,34,130,110,2,84.6,13.8,1.5
2010-11,18401,Central Kitsap,793,152,0,2,5,6,34,230,715,644,24,90.1,6.6,3.4
2010-11,32356,Central Valley,912,183,11,10,19,18,15,301,794,709,12,89.3,9.2,1.5
2010-11,21401,Centralia,248,67,3,5,13,23,6,87,228,176,2,77.2,21.9,0.9
2010-11,21302,Chehalis,224,65,1,3,5,10,1,90,199,174,5,87.4,10.1,2.5
2010-11,32360,Cheney,265,77,4,3,12,12,7,110,232,192,2,82.8,16.4,0.9
2010-11,33036,Chewelah,113,33,0,3,3,4,12,45,101,75,4,74.3,21.8,4.0
2010-11,16049,Chimacum,106,22,0,1,2,5,1,41,87,78,0,89.7,10.3,0.0
2010-11,02250,Clarkston,229,82,2,3,6,25,21,64,247,180,10,72.9,23.1,4.0
2010-11,19404,Cle Elum-Roslyn,78,12,1,2,2,4,1,25,65,52,3,80.0,15.4,4.6
2010-11,27400,Clover Park,461,160,4,9,19,15,15,348,273,203,8,74.4,22.7,2.9
2010-11,38300,Colfax,65,14,0,3,1,1,0,19,60,54,1,90.0,8.3,1.7
2010-11,38306,Colton,23,1,0,0,0,0,0,5,19,19,0,100.0,0.0,0.0
2010-11,33206,Columbia (Stevens),10,4,0,0,0,1,0,4,10,8,1,80.0,10.0,10.0
2010-11,36400,Columbia (Walla Walla),82,12,1,4,1,5,3,25,69,55,0,79.7,20.3,0.0
2010-11,33115,Colville,206,103,2,4,3,8,9,107,202,162,14,80.2,12.9,6.9
2010-11,29011,Concrete,67,14,1,4,0,6,1,28,53,37,4,69.8,22.6,7.5
2010-11,13151,Coulee-Hartline,25,9,0,0,0,0,1,15,19,18,0,94.7,5.3,0.0
2010-11,15204,Coupeville,102,25,0,0,2,3,3,41,86,77,1,89.5,9.3,1.2
2010-11,05313,Crescent,28,8,0,2,1,1,1,17,19,12,2,63.2,26.3,10.5
2010-11,22073,Creston,11,5,0,0,0,0,0,5,11,11,0,100.0,0.0,0.0
2010-11,10050,Curlew,33,7,0,0,1,3,0,19,21,17,0,81.0,19.0,0.0
2010-11,26059,Cusick,18,11,0,0,1,0,0,15,14,13,0,92.9,7.1,0.0
2010-11,31330,Darrington,40,12,0,0,3,0,2,16,36,31,0,86.1,13.9,0.0
2010-11,22207,Davenport,57,10,0,0,1,2,6,17,50,41,0,82.0,18.0,0.0
2010-11,07002,Dayton,41,8,0,1,1,2,0,19,30,25,1,83.3,13.3,3.3
2010-11,32414,Deer Park,192,36,0,2,8,12,3,60,168,138,5,82.1,14.9,3.0
2010-11,32361,East Valley (Spokane),334,73,1,2,6,2,4,157,250,221,14,88.4,6.0,5.6
2010-11,39090,East Valley (Yakima),154,20,2,0,1,5,4,51,123,111,0,90.2,9.8,0.0
2010-11,09206,Eastmont,306,72,1,1,2,14,3,100,278,254,3,91.4,7.6,1.1
2010-11,19028,Easton,8,2,0,0,0,0,1,4,6,5,0,83.3,16.7,0.0
2010-11,27404,Eatonville,184,39,0,0,3,11,5,70,153,131,3,85.6,12.4,2.0
2010-11,31015,Edmonds,1207,254,5,17,36,61,80,336,1125,871,55,77.4,17.7,4.9
2010-11,19401,Ellensburg,217,42,2,3,9,21,13,48,211,161,2,76.3,22.7,0.9
2010-11,14068,Elma,155,43,2,0,6,13,7,46,152,118,6,77.6,18.4,3.9
2010-11,04127,Entiat,19,7,0,0,0,0,0,12,14,14,0,100.0,0.0,0.0
2010-11,17216,Enumclaw,393,51,2,5,4,21,9,105,339,293,5,86.4,12.1,1.5
2010-11,13165,Ephrata,169,44,0,1,3,5,2,57,156,143,2,91.7,7.1,1.3
2010-11,31002,Everett,1243,308,6,21,28,30,24,626,925,788,28,85.2,11.8,3.0
2010-11,06114,Evergreen (Clark),1752,353,17,29,52,106,78,627,1478,1159,37,78.4,19.1,2.5
2010-11,17210,Federal Way,1078,164,11,17,31,40,37,373,869,721,12,83.0,15.7,1.4
2010-11,37502,Ferndale,350,68,3,5,7,17,12,117,301,243,14,80.7,14.6,4.7
2010-11,27417,Fife,215,49,1,2,5,11,8,62,202,175,0,86.6,13.4,0.0
2010-11,03053,Finley,70,13,0,0,0,4,1,25,58,52,1,89.7,8.6,1.7
2010-11,27402,Franklin Pierce,362,124,4,5,15,22,18,214,272,198,10,72.8,23.5,3.7
2010-11,32358,Freeman,86,29,0,1,0,4,0,31,84,79,0,94.0,6.0,0.0
2010-11,38302,Garfield,11,3,0,0,0,0,0,6,8,8,0,100.0,0.0,0.0
2010-11,20401,Glenwood,4,2,0,0,0,0,0,1,5,5,0,100.0,0.0,0.0
2010-11,20404,Goldendale,83,30,0,3,1,3,1,43,70,61,1,87.1,11.4,1.4
2010-11,13301,Grand Coulee Dam,37,12,0,2,2,1,3,20,29,21,0,72.4,27.6,0.0
2010-11,39200,Grandview,39,20,0,0,1,2,2,19,40,35,0,87.5,12.5,0.0
2010-11,39204,Granger,13,3,0,0,0,0,1,6,10,9,0,90.0,10.0,0.0
2010-11,31332,Granite Falls,187,76,2,3,4,9,7,88,175,137,13,78.3,14.3,7.4
2010-11,22204,Harrington,12,2,0,0,0,0,0,8,6,6,0,100.0,0.0,0.0
2010-11,39203,Highland,43,5,0,0,0,1,0,13,35,33,1,94.3,2.9,2.9
2010-11,17401,Highline,580,128,4,9,17,46,37,151,557,422,22,75.8,20.3,3.9
2010-11,06098,Hockinson,173,30,0,0,2,4,1,61,142,135,0,95.1,4.9,0.0
2010-11,14028,Hoquiam,182,50,1,2,4,22,7,82,150,109,5,72.7,24.0,3.3
2010-11,10070,Inchelium,2,2,0,0,0,0,0,2,2,2,0,100.0,0.0,0.0
2010-11,17411,Issaquah,1064,150,4,6,6,17,11,208,1006,955,7,94.9,4.4,0.7
2010-11,11056,Kahlotus,6,1,0,0,0,0,0,3,4,4,0,100.0,0.0,0.0
2010-11,08402,Kalama,98,12,0,1,0,3,0,30,80,75,1,93.8,5.0,1.3
2010-11,08458,Kelso,402,106,0,4,11,22,12,159,349,298,2,85.4,14.0,0.6
2010-11,03017,Kennewick,921,199,9,8,31,47,31,265,855,713,16,83.4,14.7,1.9
2010-11,17415,Kent,1387,231,26,25,41,103,41,396,1222,960,26,78.6,19.3,2.1
2010-11,33212,Kettle Falls,77,18,0,1,1,3,0,35,60,54,1,90.0,8.3,1.7
2010-11,03052,Kiona-Benton City,132,27,3,3,1,5,3,51,108,92,1,85.2,13.9,0.9
2010-11,19403,Kittitas,52,14,0,2,0,2,0,19,47,41,2,87.2,8.5,4.3
2010-11,20402,Klickitat,15,4,0,0,1,0,0,6,13,12,0,92.3,7.7,0.0
2010-11,06101,La Center,128,27,1,2,5,6,3,48,107,90,0,84.1,15.9,0.0
2010-11,29311,La Conner,50,6,0,1,0,1,1,17,39,34,2,87.2,7.7,5.1
2010-11,38126,LaCrosse,12,2,0,0,0,0,0,5,9,9,0,100.0,0.0,0.0
2010-11,04129,Lake Chelan,76,20,1,0,0,1,1,32,64,60,1,93.8,4.7,1.6
2010-11,14097,Lake Quinault,13,2,0,0,0,2,0,6,9,7,0,77.8,22.2,0.0
2010-11,31004,Lake Stevens,559,127,4,4,18,25,8,215,471,408,4,86.6,12.5,0.8
2010-11,17414,Lake Washington,1383,218,2,11,9,34,15,385,1216,1133,12,93.2,5.8,1.0
2010-11,31306,Lakewood,199,52,4,1,3,9,5,85,166,141,3,84.9,13.3,1.8
2010-11,32362,Liberty,44,12,0,0,1,2,4,21,35,28,0,80.0,20.0,0.0
2010-11,01158,Lind,20,9,0,0,1,1,0,15,14,12,0,85.7,14.3,0.0
2010-11,08122,Longview,483,112,1,8,28,21,17,141,454,354,25,78.0,16.5,5.5
