SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,14005,Aberdeen,352,92,3,10,20,23,31,156,288,192,9,66.7,30.2,3.1
2010-11,21226,Adna,52,26,1,0,2,0,0,34,44,41,0,93.2,6.8,0.0
2010-11,29103,Anacortes,250,72,1,3,7,17,10,103,219,175,6,79.9,17.4,2.7
2010-11,31016,Arlington,497,146,4,8,15,17,26,223,420,333,17,79.3,16.7,4.0
2010-11,02420,Asotin-Anatone,49,11,0,0,0,0,0,21,39,39,0,100.0,0.0,0.0
2010-11,17408,Auburn,1476,401,11,17,44,69,52,616,1261,1030,38,81.7,15.3,3.0
2010-11,18303,Bainbridge Island,374,36,0,1,1,0,4,66,344,330,8,95.9,1.7,2.3
2010-11,06119,Battle Ground,1010,484,2,8,19,48,49,424,1070,903,41,84.4,11.8,3.8
2010-11,17405,Bellevue,1495,320,2,10,9,18,40,465,1350,1240,31,91.9,5.9,2.3
2010-11,37501,Bellingham,1023,273,7,33,40,53,41,375,921,726,21,78.8,18.9,2.3
2010-11,27403,Bethel,1567,449,2,17,38,100,136,732,1284,940,51,73.2,22.8,4.0
2010-11,20203,Bickleton,10,4,0,0,1,0,0,4,10,9,0,90.0,10.0,0.0
2010-11,37503,Blaine,196,39,0,6,2,5,6,63,172,150,3,87.2,11.0,1.7
2010-11,18100,Bremerton,396,191,1,5,6,19,28,189,398,318,21,79.9,14.8,5.3
2010-11,24111,Brewster,76,15,2,3,1,4,6,31,60,39,5,65.0,26.7,8.3
2010-11,09075,Bridgeport,66,14,5,4,1,3,1,21,59,37,8,62.7,23.7,13.6
2010-11,29100,Burlington-Edison,356,81,1,10,14,15,6,142,295,247,2,83.7,15.6,0.7
2010-11,06117,Camas,428,137,3,6,9,13,11,139,426,379,5,89.0,9.9,1.2
2010-11,05401,Cape Flattery,43,9,0,0,0,0,3,16,36,31,2,86.1,8.3,5.6
2010-11,04228,Cascade,122,35,0,0,1,3,3,65,92,85,0,92.4,7.6,0.0
2010-11,04222,Cashmere,139,26,0,0,2,1,2,48,117,110,2,94.0,4.3,1.7
2010-11,08401,Castle Rock,141,37,1,2,5,4,8,40,138,116,2,84.1,14.5,1.4
2010-11,18401,Central Kitsap,1143,246,0,3,9,10,48,358,1031,929,32,90.1,6.8,3.1
2010-11,32356,Central Valley,1017,221,12,12,22,20,19,358,880,781,14,88.8,9.7,1.6
2010-11,21401,Centralia,313,103,8,5,15,34,10,132,284,207,5,72.9,25.4,1.8
2010-11,21302,Chehalis,258,81,1,4,6,16,2,114,225,191,5,84.9,12.9,2.2
2010-11,32360,Cheney,309,100,4,3,17,13,8,142,267,219,3,82.0,16.9,1.1
2010-11,33036,Chewelah,119,38,0,4,4,5,13,50,107,77,4,72.0,24.3,3.7
2010-11,16049,Chimacum,118,24,0,1,2,5,1,45,97,87,1,89.7,9.3,1.0
