SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,Adams,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Asotin,8,,,,0,1,1,2,0,2,2,25.0,25.0,25.0
2010-11,Benton,24,,,,0,0,2,5,2,14,1,58.3,16.7,4.2
2010-11,Chelan,14,,,,0,0,1,2,3,7,1,50.0,28.6,7.1
2010-11,Clallam,131,,,,2,2,5,18,24,73,7,55.7,25.2,5.3
2010-11,Clark,75,,,,1,1,2,9,10,49,3,65.3,18.7,4.0
2010-11,Columbia,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Cowlitz,62,,,,0,2,4,2,5,47,2,75.8,17.7,3.2
2010-11,Douglas,3,,,,0,0,1,0,0,1,1,33.3,33.3,33.3
2010-11,Ferry,16,,,,0,0,0,2,1,13,0,81.3,6.3,0.0
2010-11,Franklin,6,,,,0,2,1,1,0,2,0,33.3,50.0,0.0
2010-11,Garfield,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Grant,58,,,,1,0,3,7,5,40,2,69.0,15.5,3.4
2010-11,Grays Harbor,84,,,,1,3,5,10,9,54,2,64.3,21.4,2.4
2010-11,Island,13,,,,1,0,0,0,1,11,0,84.6,15.4,0.0
2010-11,Jefferson,11,,,,0,1,0,2,0,7,1,63.6,9.1,9.1
2010-11,King,302,,,,8,8,20,33,34,176,23,58.3,23.2,7.6
2010-11,Kitsap,92,,,,0,0,3,7,10,61,11,66.3,14.1,12.0
2010-11,Kittitas,12,,,,0,1,1,0,2,8,0,66.7,33.3,0.0
2010-11,Klickitat,10,,,,1,0,2,0,0,7,0,70.0,30.0,0.0
2010-11,Lewis,27,,,,0,0,1,4,5,15,2,55.6,22.2,7.4
2010-11,Lincoln,7,,,,0,1,0,0,0,6,0,85.7,14.3,0.0
2010-11,Mason,55,,,,0,0,7,8,6,32,2,58.2,23.6,3.6
2010-11,Okanogan,48,,,,0,0,3,4,12,26,3,54.2,31.3,6.3
2010-11,Pacific,13,,,,0,2,2,1,0,7,1,53.8,30.8,7.7
2010-11,Pend Oreille,12,,,,0,1,0,0,0,11,0,91.7,8.3,0.0
2010-11,Pierce,265,,,,3,12,15,31,26,164,14,61.9,21.1,5.3
2010-11,San Juan,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Skagit,39,,,,2,0,7,4,4,19,3,48.7,33.3,7.7
2010-11,Skamania,14,,,,0,1,1,6,0,5,1,35.7,14.3,7.1
2010-11,Snohomish,169,,,,0,7,16,18,21,94,13,55.6,26.0,7.7
2010-11,Spokane,160,,,,9,18,15,19,9,82,8,51.3,31.9,5.0
2010-11,Stevens,73,,,,3,0,4,7,10,45,4,61.6,23.3,5.5
2010-11,Thurston,73,,,,1,1,5,13,10,40,3,54.8,23.3,4.1
2010-11,Wahkiakum,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Walla Walla,13,,,,0,0,0,0,2,10,1,76.9,15.4,7.7
2010-11,Whatcom,128,,,,2,7,8,13,18,78,2,60.9,27.3,1.6
2010-11,Whitman,4,,,,0,0,0,0,0,4,0,100.0,0.0,0.0
2010-11,Yakima,184,,,,3,8,12,20,35,86,20,46.7,31.5,10.9
