SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,Adams,28,,,,0,1,0,3,3,19,2,67.9,25.0,7.1
2010-11,Asotin,33,,,,0,0,1,3,8,16,5,48.5,27.3,15.2
2010-11,Benton,269,,,,4,7,17,24,12,177,28,65.8,14.9,10.4
2010-11,Chelan,72,,,,1,2,4,10,7,40,8,55.6,19.4,11.1
2010-11,Clallam,140,,,,2,7,7,25,22,54,23,38.6,27.1,16.4
2010-11,Clark,587,,,,5,6,19,57,55,394,51,67.1,14.5,8.7
2010-11,Columbia,3,,,,0,0,0,0,0,2,1,66.7,0.0,33.3
2010-11,Cowlitz,156,,,,0,1,11,14,14,108,8,69.2,16.7,5.1
2010-11,Douglas,55,,,,0,0,1,3,3,45,3,81.8,7.3,5.5
2010-11,Ferry,10,,,,0,0,0,0,2,6,2,60.0,20.0,20.0
2010-11,Franklin,98,,,,1,1,10,11,12,51,12,52.0,24.5,12.2
2010-11,Garfield,4,,,,0,0,0,0,0,4,0,100.0,0.0,0.0
2010-11,Grant,140,,,,0,5,9,14,9,89,14,63.6,16.4,10.0
2010-11,Grays Harbor,100,,,,2,3,8,20,11,44,12,44.0,24.0,12.0
2010-11,Island,69,,,,1,0,1,1,3,59,4,85.5,7.2,5.8
2010-11,Jefferson,32,,,,0,2,2,2,0,23,3,71.9,12.5,9.4
2010-11,King,1958,,,,19,50,77,150,148,1280,234,65.4,15.0,12.0
2010-11,Kitsap,335,,,,1,1,18,17,31,213,54,63.6,15.2,16.1
2010-11,Kittitas,37,,,,1,1,3,8,2,17,5,45.9,18.9,13.5
2010-11,Klickitat,34,,,,1,1,4,1,1,24,2,70.6,20.6,5.9
2010-11,Lewis,97,,,,2,1,5,19,13,45,12,46.4,21.6,12.4
2010-11,Lincoln,14,,,,0,0,1,0,1,12,0,85.7,14.3,0.0
2010-11,Mason,80,,,,0,1,2,13,8,46,10,57.5,13.8,12.5
2010-11,Okanogan,45,,,,0,2,1,4,1,33,4,73.3,8.9,8.9
2010-11,Pacific,42,,,,1,2,4,8,2,23,2,54.8,21.4,4.8
2010-11,Pend Oreille,10,,,,0,1,0,2,2,4,1,40.0,30.0,10.0
2010-11,Pierce,990,,,,8,32,61,96,92,611,90,61.7,19.5,9.1
2010-11,San Juan,19,,,,0,0,3,1,0,13,2,68.4,15.8,10.5
2010-11,Skagit,155,,,,4,5,14,23,15,87,7,56.1,24.5,4.5
2010-11,Skamania,13,,,,1,0,1,3,2,6,0,46.2,30.8,0.0
2010-11,Snohomish,864,,,,11,20,29,67,64,559,114,64.7,14.4,13.2
2010-11,Spokane,614,,,,9,14,42,36,41,414,58,67.4,17.3,9.4
2010-11,Stevens,54,,,,0,0,3,8,6,33,4,61.1,16.7,7.4
2010-11,Thurston,329,,,,1,3,9,40,46,201,29,61.1,17.9,8.8
2010-11,Wahkiakum,3,,,,0,0,0,0,0,2,1,66.7,0.0,33.3
2010-11,Walla Walla,75,,,,0,1,0,4,7,54,9,72.0,10.7,12.0
2010-11,Whatcom,254,,,,5,8,19,24,20,140,38,55.1,20.5,15.0
2010-11,Whitman,29,,,,0,0,2,4,0,20,3,69.0,6.9,10.3
2010-11,Yakima,366,,,,10,11,20,28,31,222,44,60.7,19.7,12.0
