SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,Adams,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Asotin,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Benton,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Chelan,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Clallam,7,,,,0,0,0,2,0,3,2,42.9,0.0,28.6
2010-11,Clark,31,,,,1,1,2,2,2,20,3,64.5,19.4,9.7
2010-11,Columbia,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Cowlitz,3,,,,0,0,0,1,1,1,0,33.3,33.3,0.0
2010-11,Douglas,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Ferry,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Franklin,1,,,,0,0,0,0,1,0,0,0.0,100.0,0.0
2010-11,Garfield,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Grant,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Grays Harbor,5,,,,0,0,0,0,0,5,0,100.0,0.0,0.0
2010-11,Island,4,,,,0,0,0,0,0,4,0,100.0,0.0,0.0
2010-11,Jefferson,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,King,106,,,,3,2,6,12,8,72,3,67.9,17.9,2.8
2010-11,Kitsap,49,,,,0,2,1,3,1,41,1,83.7,8.2,2.0
2010-11,Kittitas,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Klickitat,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Lewis,5,,,,0,0,0,1,0,4,0,80.0,0.0,0.0
2010-11,Lincoln,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Mason,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Okanogan,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Pacific,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Pend Oreille,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Pierce,89,,,,5,3,2,9,12,55,3,61.8,24.7,3.4
2010-11,San Juan,1,,,,0,0,0,1,0,0,0,0.0,0.0,0.0
2010-11,Skagit,3,,,,0,0,0,0,2,1,0,33.3,66.7,0.0
2010-11,Skamania,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Snohomish,26,,,,1,0,0,1,7,14,3,53.8,30.8,11.5
2010-11,Spokane,27,,,,1,0,1,4,4,13,4,48.1,22.2,14.8
2010-11,Stevens,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Thurston,11,,,,0,0,0,1,1,8,1,72.7,9.1,9.1
2010-11,Wahkiakum,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Walla Walla,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Whatcom,5,,,,0,0,0,0,2,3,0,60.0,40.0,0.0
2010-11,Whitman,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Yakima,3,,,,0,0,0,0,1,2,0,66.7,33.3,0.0
