SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,Adams,60,27,2,5,8,10,2,21,66,39,0,59.1,40.9,0.0
2012-13,Asotin,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Benton,132,61,3,7,11,16,10,33,160,98,15,61.3,29.4,9.4
2012-13,Chelan,118,60,6,7,6,25,18,44,134,63,9,47.0,46.3,6.7
2012-13,Clallam,20,8,0,0,3,8,6,1,27,8,2,29.6,63.0,7.4
2012-13,Clark,212,125,4,3,11,25,26,71,266,183,14,68.8,25.9,5.3
2012-13,Columbia,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Cowlitz,20,12,0,3,1,4,1,8,24,12,3,50.0,37.5,12.5
2012-13,Douglas,54,20,0,3,3,5,9,6,68,43,5,63.2,29.4,7.4
2012-13,Ferry,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Franklin,228,77,21,10,12,32,18,38,267,157,17,58.8,34.8,6.4
2012-13,Garfield,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Grant,168,72,5,9,17,26,11,35,205,128,9,62.4,33.2,4.4
2012-13,Grays Harbor,17,9,1,1,1,5,2,6,20,8,2,40.0,50.0,10.0
2012-13,Island,6,4,0,0,0,0,1,4,6,4,1,66.7,16.7,16.7
2012-13,Jefferson,3,4,1,0,0,0,0,3,4,2,1,50.0,25.0,25.0
2012-13,King,1167,797,55,71,95,158,147,345,1619,939,154,58.0,32.5,9.5
2012-13,Kitsap,37,26,1,2,3,1,3,7,56,45,1,80.4,17.9,1.8
2012-13,Kittitas,15,8,0,0,1,2,2,7,16,11,0,68.8,31.3,0.0
2012-13,Klickitat,14,2,1,2,0,2,1,1,15,9,0,60.0,40.0,0.0
2012-13,Lewis,31,25,0,1,2,7,4,16,40,25,1,62.5,35.0,2.5
2012-13,Lincoln,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Mason,10,5,1,2,1,0,1,2,13,7,1,53.8,38.5,7.7
2012-13,Okanogan,38,25,1,1,5,6,9,8,55,30,3,54.5,40.0,5.5
2012-13,Pacific,15,8,0,0,1,1,2,9,14,10,0,71.4,28.6,0.0
2012-13,Pend Oreille,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Pierce,230,131,6,12,18,46,28,71,290,169,11,58.3,37.9,3.8
2012-13,San Juan,4,1,0,0,0,1,0,0,5,4,0,80.0,20.0,0.0
2012-13,Skagit,113,29,5,3,8,18,14,21,121,62,11,51.2,39.7,9.1
2012-13,Skamania,2,1,1,1,0,0,0,1,2,0,0,0.0,100.0,0.0
2012-13,Snohomish,286,165,7,5,13,28,27,105,346,244,22,70.5,23.1,6.4
2012-13,Spokane,126,71,8,5,10,16,9,24,173,114,11,65.9,27.7,6.4
2012-13,Stevens,14,3,0,0,1,1,5,3,14,7,0,50.0,50.0,0.0
2012-13,Thurston,45,38,7,1,2,8,5,17,66,38,5,57.6,34.8,7.6
2012-13,Wahkiakum,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2012-13,Walla Walla,41,21,0,2,2,2,4,11,51,39,2,76.5,19.6,3.9
2012-13,Whatcom,60,37,3,6,4,10,5,14,83,54,1,65.1,33.7,1.2
2012-13,Whitman,4,6,0,0,0,1,0,4,6,5,0,83.3,16.7,0.0
2012-13,Yakima,485,207,23,30,35,62,59,132,560,327,24,58.4,37.3,4.3
