SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,Adams,128,31,1,3,1,9,2,31,128,112,0,87.5,12.5,0.0
2012-13,Asotin,138,46,1,2,8,8,9,29,155,117,10,75.5,18.1,6.5
2012-13,Benton,1215,222,16,11,24,61,39,174,1263,1086,26,86.0,12.0,2.1
2012-13,Chelan,522,78,7,10,12,40,24,61,539,430,16,79.8,17.3,3.0
2012-13,Clallam,846,287,61,84,151,162,70,98,1035,462,45,44.6,51.0,4.3
2012-13,Clark,2870,578,18,26,81,145,103,572,2876,2448,55,85.1,13.0,1.9
2012-13,Columbia,19,6,0,2,0,0,0,9,16,14,0,87.5,12.5,0.0
2012-13,Cowlitz,646,123,6,5,27,36,20,93,676,564,18,83.4,13.9,2.7
2012-13,Douglas,256,35,2,3,7,7,7,32,259,230,3,88.8,10.0,1.2
2012-13,Ferry,32,7,0,0,0,0,1,7,32,31,0,96.9,3.1,0.0
2012-13,Franklin,541,100,15,18,26,27,23,48,593,461,23,77.7,18.4,3.9
2012-13,Garfield,18,2,0,0,0,1,0,4,16,15,0,93.8,6.3,0.0
2012-13,Grant,635,129,21,11,27,42,29,98,666,526,10,79.0,19.5,1.5
2012-13,Grays Harbor,429,57,3,5,20,33,22,42,444,349,12,78.6,18.7,2.7
2012-13,Island,310,102,0,4,3,10,11,75,337,291,18,86.4,8.3,5.3
2012-13,Jefferson,83,31,0,0,2,5,5,17,97,83,2,85.6,12.4,2.1
2012-13,King,9289,1630,119,160,197,429,315,1227,9692,8143,329,84.0,12.6,3.4
2012-13,Kitsap,1460,260,14,17,30,49,63,185,1535,1332,30,86.8,11.3,2.0
2012-13,Kittitas,171,18,6,1,9,7,8,13,176,141,4,80.1,17.6,2.3
2012-13,Klickitat,145,84,1,5,12,12,4,81,148,114,0,77.0,23.0,0.0
2012-13,Lewis,430,88,6,12,10,34,10,72,446,368,6,82.5,16.1,1.3
2012-13,Lincoln,74,20,1,0,4,0,0,15,79,73,1,92.4,6.3,1.3
2012-13,Mason,282,46,2,1,6,15,14,47,281,235,8,83.6,13.5,2.8
2012-13,Okanogan,258,46,1,2,11,21,20,38,266,204,7,76.7,20.7,2.6
2012-13,Pacific,94,37,0,3,6,14,4,27,104,75,2,72.1,26.0,1.9
2012-13,Pend Oreille,78,23,0,2,1,5,4,18,83,70,1,84.3,14.5,1.2
2012-13,Pierce,4721,907,93,95,150,284,154,830,4798,3878,144,80.8,16.2,3.0
2012-13,San Juan,55,17,2,0,3,2,2,15,57,48,0,84.2,15.8,0.0
2012-13,Skagit,724,121,11,10,23,58,35,125,720,565,18,78.5,19.0,2.5
2012-13,Skamania,80,20,9,15,17,2,2,17,83,37,1,44.6,54.2,1.2
2012-13,Snohomish,4222,605,33,44,104,230,138,661,4166,3498,119,84.0,13.2,2.9
2012-13,Spokane,2849,450,48,28,93,114,94,332,2967,2538,52,85.5,12.7,1.8
2012-13,Stevens,300,99,0,11,23,45,20,66,333,229,5,68.8,29.7,1.5
2012-13,Thurston,1490,294,9,11,37,85,66,250,1534,1296,30,84.5,13.6,2.0
2012-13,Wahkiakum,14,2,0,0,1,0,0,1,15,13,1,86.7,6.7,6.7
2012-13,Walla Walla,334,99,2,3,9,9,4,87,346,308,11,89.0,7.8,3.2
2012-13,Whatcom,980,152,13,16,28,67,27,169,963,790,22,82.0,15.7,2.3
2012-13,Whitman,156,29,1,2,1,6,2,25,160,146,2,91.3,7.5,1.3
2012-13,Yakima,1706,371,37,37,66,132,96,262,1815,1408,39,77.6,20.3,2.1
