SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,Adams,2,3,0,0,0,0,0,3,2,2,0,100.0,0.0,0.0
2012-13,Asotin,3,1,0,0,0,0,0,2,2,2,0,100.0,0.0,0.0
2012-13,Benton,59,23,1,1,1,2,0,18,64,56,3,87.5,7.8,4.7
2012-13,Chelan,4,4,0,0,0,1,0,3,5,4,0,80.0,20.0,0.0
2012-13,Clallam,41,20,1,4,6,11,3,12,49,19,5,38.8,51.0,10.2
2012-13,Clark,248,72,2,2,3,6,7,68,252,230,2,91.3,7.9,0.8
2012-13,Columbia,1,0,0,0,0,0,0,0,1,1,0,100.0,0.0,0.0
2012-13,Cowlitz,24,7,0,1,0,1,0,5,26,23,1,88.5,7.7,3.8
2012-13,Douglas,0,2,0,0,0,0,0,1,1,1,0,100.0,0.0,0.0
2012-13,Ferry,0,2,0,0,0,0,0,1,1,1,0,100.0,0.0,0.0
2012-13,Franklin,17,2,0,0,0,1,1,1,18,16,0,88.9,11.1,0.0
2012-13,Garfield,0,1,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2012-13,Grant,6,9,0,1,0,0,0,9,6,5,0,83.3,16.7,0.0
2012-13,Grays Harbor,15,5,0,1,0,0,1,3,17,15,0,88.2,11.8,0.0
2012-13,Island,59,13,1,1,0,5,5,16,56,44,0,78.6,21.4,0.0
2012-13,Jefferson,5,2,0,0,0,0,1,2,5,4,0,80.0,20.0,0.0
2012-13,King,3076,664,42,54,49,124,91,358,3382,2909,113,86.0,10.6,3.3
2012-13,Kitsap,162,38,2,0,3,3,3,34,166,153,2,92.2,6.6,1.2
2012-13,Kittitas,5,2,0,0,0,0,0,1,6,5,1,83.3,0.0,16.7
2012-13,Klickitat,4,18,0,0,4,0,0,17,5,1,0,20.0,80.0,0.0
2012-13,Lewis,8,5,0,0,0,0,0,5,8,6,2,75.0,0.0,25.0
2012-13,Lincoln,0,3,0,0,0,0,0,3,0,0,0,n/a,n/a,n/a
2012-13,Mason,2,2,0,0,0,2,0,1,3,1,0,33.3,66.7,0.0
2012-13,Okanogan,2,2,0,0,0,0,0,2,2,2,0,100.0,0.0,0.0
2012-13,Pacific,7,2,0,0,0,1,1,2,7,5,0,71.4,28.6,0.0
2012-13,Pend Oreille,1,0,0,0,0,0,0,0,1,1,0,100.0,0.0,0.0
2012-13,Pierce,659,169,19,21,19,47,22,119,709,564,17,79.5,18.1,2.4
2012-13,San Juan,4,2,0,0,0,1,0,2,4,3,0,75.0,25.0,0.0
2012-13,Skagit,24,9,0,0,2,1,0,7,26,23,0,88.5,11.5,0.0
2012-13,Skamania,3,2,0,2,2,0,0,0,5,1,0,20.0,80.0,0.0
2012-13,Snohomish,761,132,9,5,7,19,19,99,794,720,15,90.7,7.4,1.9
2012-13,Spokane,108,51,3,3,4,4,2,38,121,104,1,86.0,13.2,0.8
2012-13,Stevens,1,9,0,0,2,0,0,7,3,1,0,33.3,66.7,0.0
2012-13,Thurston,187,41,0,0,3,5,7,26,202,182,5,90.1,7.4,2.5
2012-13,Wahkiakum,1,0,0,0,0,0,0,0,1,1,0,100.0,0.0,0.0
2012-13,Walla Walla,6,9,0,0,0,0,1,9,6,5,0,83.3,16.7,0.0
2012-13,Whatcom,74,20,2,2,0,8,2,11,83,68,1,81.9,16.9,1.2
2012-13,Whitman,17,9,0,0,0,0,0,8,18,17,1,94.4,0.0,5.6
2012-13,Yakima,31,18,0,2,2,0,1,10,39,34,0,87.2,12.8,0.0
