SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2010-11,Adams,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Asotin,3,,,,0,1,1,0,0,1,0,33.3,66.7,0.0
2010-11,Benton,7,,,,0,0,0,2,0,5,0,71.4,0.0,0.0
2010-11,Chelan,3,,,,1,0,0,0,0,2,0,66.7,33.3,0.0
2010-11,Clallam,34,,,,5,1,4,5,4,12,3,35.3,41.2,8.8
2010-11,Clark,54,,,,0,1,3,5,4,40,1,74.1,14.8,1.9
2010-11,Columbia,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Cowlitz,39,,,,1,1,1,2,3,30,1,76.9,15.4,2.6
2010-11,Douglas,9,,,,0,1,1,0,0,7,0,77.8,22.2,0.0
2010-11,Ferry,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Franklin,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Garfield,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Grant,5,,,,0,0,0,1,0,4,0,80.0,0.0,0.0
2010-11,Grays Harbor,8,,,,0,0,0,3,0,5,0,62.5,0.0,0.0
2010-11,Island,4,,,,0,0,0,0,0,4,0,100.0,0.0,0.0
2010-11,Jefferson,3,,,,0,0,0,0,0,3,0,100.0,0.0,0.0
2010-11,King,365,,,,4,7,15,31,18,276,14,75.6,12.1,3.8
2010-11,Kitsap,132,,,,0,2,3,0,6,113,8,85.6,8.3,6.1
2010-11,Kittitas,3,,,,0,0,1,0,0,1,1,33.3,33.3,33.3
2010-11,Klickitat,5,,,,0,0,1,1,0,3,0,60.0,20.0,0.0
2010-11,Lewis,14,,,,2,0,0,2,3,7,0,50.0,35.7,0.0
2010-11,Lincoln,1,,,,0,0,0,0,1,0,0,0.0,100.0,0.0
2010-11,Mason,5,,,,0,1,0,0,0,4,0,80.0,20.0,0.0
2010-11,Okanogan,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Pacific,5,,,,0,0,0,2,0,3,0,60.0,0.0,0.0
2010-11,Pend Oreille,1,,,,0,0,0,0,0,1,0,100.0,0.0,0.0
2010-11,Pierce,212,,,,2,4,18,16,9,155,8,73.1,15.6,3.8
2010-11,San Juan,1,,,,0,0,0,0,1,0,0,0.0,100.0,0.0
2010-11,Skagit,19,,,,0,2,1,1,4,11,0,57.9,36.8,0.0
2010-11,Skamania,8,,,,0,0,1,2,1,4,0,50.0,25.0,0.0
2010-11,Snohomish,97,,,,1,3,2,13,5,66,7,68.0,11.3,7.2
2010-11,Spokane,146,,,,2,3,13,11,9,105,3,71.9,18.5,2.1
2010-11,Stevens,6,,,,0,0,0,0,3,3,0,50.0,50.0,0.0
2010-11,Thurston,47,,,,0,1,0,4,3,36,3,76.6,8.5,6.4
2010-11,Wahkiakum,0,,,,0,0,0,0,0,0,0,n/a,n/a,n/a
2010-11,Walla Walla,4,,,,0,0,1,0,0,3,0,75.0,25.0,0.0
2010-11,Whatcom,30,,,,0,1,1,4,0,22,2,73.3,6.7,6.7
2010-11,Whitman,5,,,,0,0,0,0,1,4,0,80.0,20.0,0.0
2010-11,Yakima,45,,,,1,2,1,1,3,32,5,71.1,15.6,11.1
