SchoolYear,County,Adjusted Cohort,Began Grade 9 in Washington,Transferred Into Washington,Transferred Out,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,Adams,148,39,5,5,8,11,10,34,153,113,1,73.9,25.5,0.7
2012-13,Asotin,120,47,0,4,7,7,24,26,141,93,6,66.0,29.8,4.3
2012-13,Benton,1228,225,10,16,48,84,62,177,1276,1001,55,78.4,17.2,4.3
2012-13,Chelan,511,107,5,10,22,58,43,87,531,382,11,71.9,26.0,2.1
2012-13,Clallam,705,239,46,55,121,141,80,77,867,370,54,42.7,51.1,6.2
2012-13,Clark,2879,588,43,37,92,180,151,537,2930,2356,71,80.4,17.2,2.4
2012-13,Columbia,25,2,1,1,0,2,0,6,21,17,0,81.0,19.0,0.0
2012-13,Cowlitz,670,122,8,12,43,52,30,112,680,504,31,74.1,21.3,4.6
2012-13,Douglas,234,49,3,1,3,18,15,35,248,200,8,80.6,16.1,3.2
2012-13,Ferry,32,6,1,2,1,1,0,5,33,27,1,81.8,15.2,3.0
2012-13,Franklin,547,109,27,14,23,54,38,59,597,415,26,69.5,26.1,4.4
2012-13,Garfield,12,5,0,0,0,0,0,5,12,12,0,100.0,0.0,0.0
2012-13,Grant,663,159,18,28,42,70,38,110,712,491,25,69.0,27.5,3.5
2012-13,Grays Harbor,379,75,6,17,23,42,40,40,414,271,15,65.5,30.9,3.6
2012-13,Island,320,92,4,5,7,17,17,84,328,263,15,80.2,15.2,4.6
2012-13,Jefferson,110,33,2,1,4,7,5,28,115,94,2,81.7,16.5,1.7
2012-13,King,9859,1875,138,168,277,635,469,1464,10270,8060,523,78.5,16.4,5.1
2012-13,Kitsap,1447,271,27,15,34,64,76,199,1519,1236,67,81.4,14.2,4.4
2012-13,Kittitas,201,54,4,5,16,15,8,34,221,167,6,75.6,21.7,2.7
2012-13,Klickitat,126,116,0,5,28,16,5,95,147,93,0,63.3,36.7,0.0
2012-13,Lewis,559,142,6,9,18,89,53,90,611,416,20,68.1,28.6,3.3
2012-13,Lincoln,84,22,1,1,0,2,1,18,88,82,1,93.2,5.7,1.1
2012-13,Mason,307,52,4,2,10,30,17,53,306,231,12,75.5,20.6,3.9
2012-13,Okanogan,265,57,6,4,11,26,30,36,286,203,6,71.0,26.9,2.1
2012-13,Pacific,186,65,1,6,18,61,14,43,208,105,3,50.5,48.1,1.4
2012-13,Pend Oreille,65,17,0,0,2,2,2,19,63,56,1,88.9,9.5,1.6
2012-13,Pierce,4754,992,103,97,207,406,242,915,4831,3550,226,73.5,21.8,4.7
2012-13,San Juan,57,15,0,0,2,7,2,9,63,52,0,82.5,17.5,0.0
2012-13,Skagit,765,144,5,14,32,88,60,113,796,558,39,70.1,25.0,4.9
2012-13,Skamania,55,12,5,10,12,2,1,9,58,27,1,46.6,51.7,1.7
2012-13,Snohomish,4364,671,36,56,120,338,235,686,4349,3390,174,77.9,18.1,4.0
2012-13,Spokane,2885,445,45,34,106,184,107,404,2926,2372,78,81.1,16.3,2.7
2012-13,Stevens,330,126,2,9,28,70,37,73,383,221,16,57.7,38.1,4.2
2012-13,Thurston,1550,317,9,16,38,138,109,290,1577,1225,42,77.7,19.7,2.7
2012-13,Wahkiakum,23,2,0,0,1,1,2,2,23,18,1,78.3,17.4,4.3
2012-13,Walla Walla,338,104,0,3,5,28,23,88,354,277,18,78.2,16.7,5.1
2012-13,Whatcom,1008,170,15,22,39,84,47,182,996,757,32,76.0,20.8,3.2
2012-13,Whitman,185,24,0,0,2,9,5,29,180,162,2,90.0,8.9,1.1
2012-13,Yakima,1833,412,40,62,98,181,136,301,1944,1360,67,70.0,26.6,3.4
